ID	IDServices	Num Services	Hini	Hfin	Distance	Service Time	Travel Time	Waiting time
116	36998.6.08:50.60/0-33727.6.10:05.60/0-46135.6.11:15.120/0-5242.6.13:30.30/0-	4	08:50:43	13:29:43	1.299638634754603E7	0.0045	1.2130949182009891	5.999883333333333
117	12280.6.11:00.60/0-28318.6.16:00.30/0-50104.6.18:30.30/0-17285.6.19:30.30/0-52453.6.20:30.90/0-	5	11:00:43	20:09:43	1.2992283598859038E7	0.004	13.077203295301256	29.99945
118	35327.6.09:00.60/0-47827.6.10:10.60/0-10049.6.11:25.90/0-9172.6.13:05.60/0-	4	09:00:43	13:03:43	1.2990798423719175E7	0.0045	1.026597457305824	6.0
119	13497.6.08:15.30/0-27336.6.11:30.30/0-26446.6.12:40.90/0-9366.6.18:45.30/0-33011.6.20:30.30/0-	5	08:15:43	20:26:43	1.295016634138687E7	0.0035	17.67252804622896	26.999833333333335
120	53150.6.09:00.60/0-31527.6.11:15.60/0-27889.6.14:00.30/0-8255.6.19:30.30/0-24701.6.20:45.30/0-	5	09:00:43	20:42:43	1.2711803425822621E7	0.0035	15.727097527420678	53.999833333333335
121	27634.6.08:00.60/0-23280.6.11:45.30/0-35326.6.14:00.60/0-38920.6.17:30.30/0-8440.6.19:00.30/0-38920.6.20:30.30/0-	6	08:00:43	20:29:43	1.2699257147720769E7	0.004	17.309021590692318	22.999766666666666
122	5648.6.08:30.60/0-32986.6.10:20.45/0-37029.6.11:20.90/0-1173.6.13:00.60/0-	4	08:30:43	13:00:43	1.2601847186608339E7	0.00425	2.062822886944655	13.999366666666667
123	53182.6.10:30.120/0-37369.6.14:35.30/1-48900.6.19:00.30/0-5242.6.20:30.30/1-	4	10:30:43	20:25:43	1.2429232011916324E7	0.0035	10.306683730544096	112.00051666666667
124	52075.6.08:00.30/0-27220.6.10:30.30/0-29566.6.13:20.60/0-24701.6.17:00.30/0-42825.6.19:40.30/0-35061.6.20:20.30/0-	6	08:00:43	20:19:43	1.2249057229967084E7	0.0035	18.301924332236098	14.999983333333333
125	26559.6.09:00.60/0-4397.6.11:15.30/0-8996.6.14:00.90/0-28715.6.18:45.30/0-28016.6.20:00.30/0-	5	09:00:43	19:59:43	1.2194510731866665E7	0.004	14.483641062222144	16.000016666666667
126	15429.6.11:10.120/0-37369.6.14:35.30/0-48900.6.19:00.30/1-28449.6.21:15.30/0-	4	11:10:43	21:15:43	1.2139738955015088E7	0.0035	10.657381833836226	107.00028333333333
127	26163.6.10:10.60/0-11479.6.12:20.30/0-16049.6.15:10.120/0-33470.6.20:00.30/0-	4	10:10:43	19:49:43	1.2065979914338665E7	0.004	12.200613811288877	14.99935
128	3589.6.09:00.30/0-28449.6.13:00.30/0-6886.6.18:30.60/0-7786.6.20:00.30/0-	4	09:00:43	19:56:43	1.1752895680464257E7	0.0025	15.76347268214189	67.99985
129	9600.6.08:00.30/1-16589.6.09:00.60/0-45278.6.11:30.60/0-40494.6.12:45.60/0-	4	08:00:43	12:44:43	1.1467603429263212E7	0.0035	4.252997642107016	9.000216666666667
130	5876.6.08:40.60/0-13129.6.10:05.60/0-5721.6.11:20.90/0-29078.6.14:00.30/0-	4	08:40:43	13:58:43	1.1442637884426724E7	0.004	3.4206461475574925	9.0003
131	6927.6.08:00.30/0-9366.6.09:00.30/0-35172.6.10:30.120/0-	3	08:00:43	10:17:43	1.1392316843946792E7	0.003	1.7441114648930809	38.99988333333334
132	40237.6.08:00.60/0-40240.6.09:00.60/0-24725.6.10:20.60/0-6595.6.12:00.60/0-	4	08:00:43	11:57:43	1.1332741449531972E7	0.004	1.756631651065781	8.0007
133	17592.6.08:00.30/0-24976.6.09:00.60/0-3141.6.11:30.60/0-5867.6.12:45.60/0-	4	08:00:43	12:44:43	1.1232383311348535E7	0.0035	4.413527044951167	4.999616666666666
134	26574.6.08:00.30/0-27798.6.09:00.30/1-26672.6.10:15.60/0-26700.6.11:20.60/0-	4	08:00:43	11:19:43	1.1205354798206404E7	0.003	1.5108432735467887	36.000483333333335
135	1108.6.09:35.60/0-8228.6.10:50.60/0-29451.6.12:30.120/0-	3	09:35:43	12:26:43	1.1150743409923937E7	0.004	1.6894636641312222	5.000983333333333
136	26668.6.08:00.30/0-26579.6.09:00.60/0-32564.6.10:30.60/0-25518.6.11:45.60/0-	4	08:00:43	11:44:43	1.1112888970674375E7	0.0035	2.429849022479159	3.9998833333333335
137	34362.6.07:50.60/0-19790.6.09:00.45/1-46847.6.10:50.60/0-39089.6.13:20.60/0-	4	07:50:43	13:20:43	1.0892244707508571E7	0.00375	5.0737069169523545	14.00055
138	36740.6.09:10.60/0-37423.6.10:50.45/0-3946.6.12:30.60/0-19773.6.14:00.60/0-	4	09:10:43	13:59:43	1.0794034064437851E7	0.00375	3.802318814595043	12.9994
139	33472.6.10:00.240/0-44129.6.16:00.60/0-12566.6.18:00.30/0-16317.6.19:00.30/0-29444.6.20:00.30/0-	5	10:00:43	19:59:43	1.07760902134461E7	0.0065	7.202723781536596	26.000133333333334
140	30805.6.08:20.30/0-27064.6.10:15.30/0-47955.6.12:10.120/0-	3	08:20:43	11:47:43	1.0705331181594327E7	0.003	4.845156053144232	25.9996
141	33677.6.09:10.30/0-276.6.10:25.30/1-23219.6.11:40.60/0-13769.6.12:50.60/0-	4	09:10:43	12:46:43	1.0517307744939798E7	0.003	3.8652705803232768	24.000033333333334
142	22214.6.10:00.60/0-4247.6.13:30.90/0-37298.6.17:15.30/0-30235.6.20:45.30/0-	4	10:00:43	20:42:43	1.0410669588037085E7	0.0035	15.02306960123615	15.999616666666666
143	21097.6.08:00.120/1-4397.6.11:15.30/1-27220.6.13:45.30/0-43124.6.19:30.30/0-6237.6.21:30.30/0-	5	08:00:43	21:10:43	1.0280049159452386E7	0.004	18.66732198174616	42.000483333333335
144	40237.6.08:00.60/1-2484.6.09:05.45/0-1173.6.09:55.60/0-16688.6.12:00.60/0-	4	08:00:43	12:00:43	1.0212852783430986E7	0.00375	2.4294427810328436	3.9994833333333335
145	15696.6.08:00.30/0-19790.6.09:00.45/0-22492.6.09:50.60/0-3440.6.11:30.60/0-	4	08:00:43	11:29:43	1.0153461798542278E7	0.00325	2.4478099514092513	3.00045
146	44509.6.11:00.120/0-40747.6.13:30.90/0-24976.6.18:00.30/0-10290.6.20:50.30/0-	4	11:00:43	20:50:43	1.0118632592771513E7	0.0045	16.929662971908986	13.00065
147	47754.6.08:00.60/0-27064.6.10:15.30/1-26486.6.11:05.60/0-13456.6.13:00.60/0-	4	08:00:43	12:59:43	9918847.976973299	0.0035	6.941832181998342	13.000183333333334
148	897.6.09:00.60/0-28568.6.13:00.30/0-28619.6.14:20.30/1-13160.6.18:00.30/0-8858.6.20:10.30/0-	5	09:00:43	20:08:43	9845967.833086282	0.003	16.19767776954274	36.000616666666666
149	34456.6.09:00.30/1-4437.6.10:00.30/0-33329.6.12:00.60/0-52496.6.13:15.60/0-	4	09:00:43	13:14:43	9844030.379079463	0.003	4.133562635982096	12.000383333333334
150	43630.6.10:25.120/0-36919.6.17:00.60/0-28293.6.18:45.30/0-28348.6.20:00.60/0-	4	10:25:43	19:59:43	9838142.47335277	0.0045	11.937399111758955	8.000333333333334
151	24257.6.07:50.60/0-16487.6.09:05.30/0-37175.6.10:20.60/0-30703.6.11:50.30/0-30362.6.12:20.30/0-	5	07:50:43	12:20:43	9799610.634083254	0.0035	2.6527044694417943	12.000483333333333
152	26525.6.07:30.60/0-35985.6.10:00.30/0-27062.6.11:35.60/0-50104.6.13:30.60/0-	4	07:30:43	13:29:43	9742225.678478839	0.0035	6.741539282627983	8.99965
153	32805.6.09:00.60/0-2460.6.10:40.30/0-24429.6.12:00.60/0-833.6.13:30.60/0-	4	09:00:43	13:30:43	9593755.710236274	0.0035	3.792140341209076	7.99985
154	26347.6.07:50.60/0-27342.6.10:00.30/0-26232.6.11:30.60/0-42737.6.12:50.60/0-	4	07:50:43	12:50:43	9563449.640121805	0.0035	4.781604670726844	7.000016666666666
155	9471.6.08:45.60/0-276.6.10:25.30/0-423.6.11:30.60/0-615.6.12:40.60/0-	4	08:45:43	12:40:43	9559077.567626894	0.0035	2.636702254229751	7.9996
156	28293.6.08:00.30/0-4193.6.10:30.30/0-37047.6.11:55.60/0-8228.6.13:00.60/0-	4	08:00:43	13:00:43	9477084.554256	0.003	5.904835141866649	4.998983333333333
157	18097.6.09:00.30/0-35061.6.10:40.30/0-5917.6.12:00.120/0-	3	09:00:43	11:56:43	9415574.831011066	0.003	3.8519110337022147	5.000283333333333
158	30235.6.09:15.75/0-37298.6.13:30.30/0-26579.6.14:15.30/0-4797.6.19:20.30/0-16589.6.20:30.30/1-	5	09:15:43	20:26:43	9364710.992613818	0.00325	16.15691642046058	28.00005
159	35240.6.08:10.80/0-16317.6.09:40.30/0-4948.6.10:40.60/0-41144.6.12:00.30/0-1739.6.13:30.30/0-	5	08:10:43	13:30:43	9358129.806501342	0.003833333333333333	3.9372102167113887	4.000216666666667
160	47922.6.08:00.60/0-38384.6.10:15.30/0-28957.6.11:20.60/0-3321.6.13:00.60/0-	4	08:00:43	13:00:43	9328796.88549983	0.0035	4.960246183327659	2.999816666666667
161	36723.6.08:30.30/0-2240.6.09:35.30/0-30193.6.11:00.60/0-353.6.12:50.60/0-	4	08:30:43	12:49:43	9260196.25471307	0.003	4.673258490435655	1.9999666666666667
162	40191.6.08:00.60/0-16676.6.10:55.30/0-40731.6.14:10.60/0-29825.6.20:10.30/0-	4	08:00:43	19:58:43	9197027.018159427	0.003	18.569117271980893	23.999216666666666
163	833.6.09:10.60/0-1410.6.10:20.30/0-1240.6.11:05.60/0-12493.6.12:15.30/0-1410.6.12:50.30/0-	5	09:10:43	12:50:43	9159455.463033797	0.0035	1.3151654344599277	2.0
164	12614.6.08:00.30/0-34711.6.08:30.30/1-48388.6.09:10.80/0-2177.6.10:40.30/0-	4	08:00:43	10:40:43	8715973.684979182	0.0028333333333333335	0.5316728326393699	5.000383333333334
165	43756.6.11:00.120/0-43672.6.17:30.30/0-32564.6.18:15.30/0-26559.6.19:50.60/0-	4	11:00:43	19:48:43	8553404.335965892	0.004	16.668900131628	17.000433333333334
166	52094.6.11:00.180/0-8113.6.18:15.60/0-42978.6.21:30.30/0-	3	11:00:43	21:27:43	8446140.620174263	0.0045	11.53940400580874	44.9993
167	34655.6.09:00.270/0-26790.6.18:00.60/0-16688.6.20:45.30/0-31338.6.21:30.30/0-	4	09:00:43	21:29:43	8418364.295057505	0.0065	12.611393168583481	14.000366666666666
168	3568.6.09:30.60/0-27342.6.13:30.30/0-28619.6.14:20.30/0-53123.6.18:40.30/0-46213.6.20:30.30/0-	5	09:30:43	20:29:43	8184972.071330701	0.003	16.83298571102336	7.9997
169	46976.6.09:10.60/0-6927.6.13:20.30/0-26574.6.18:45.30/0-45556.6.20:00.30/0-28619.6.21:00.30/1-	5	09:10:43	20:59:43	8115929.681963245	0.003	18.53000606544151	6.000483333333333
170	15855.6.09:05.60/0-52307.6.11:25.30/0-47464.6.12:10.60/0-15342.6.13:15.30/0-	4	09:05:43	13:15:43	7891561.382427925	0.003	3.050762747597501	10.000633333333333
171	33419.6.08:30.30/0-33078.6.10:00.30/0-13373.6.10:40.60/0-12614.6.13:00.30/0-	4	08:30:43	12:58:43	7882254.097524121	0.0025	7.111388209539375	9.000433333333334
172	487.6.07:50.30/0-37369.6.08:35.30/0-1647.6.09:20.60/0-12409.6.10:35.30/0-	4	07:50:43	10:31:43	7836005.477660264	0.0025	1.8015572163465219	9.999566666666666
173	7333.6.11:00.120/0-48900.6.14:30.30/1-28449.6.16:45.30/0-33054.6.20:05.60/0-	4	11:00:43	20:01:43	7801989.534921771	0.004	12.065334497392367	4.000483333333333
174	44368.6.10:05.60/0-1565.6.11:15.30/0-35135.6.12:20.90/0-	3	10:05:43	12:17:43	7541566.324381588	0.003	1.3870274793862643	4.99925
175	33054.6.09:05.60/0-1999.6.10:30.30/0-47605.6.11:10.60/0-351.6.12:15.30/0-	4	09:05:43	12:14:43	7477610.384154877	0.003	1.2539961384958929	3.999833333333333
176	9021.6.09:00.30/0-33078.6.10:10.30/0-29451.6.12:00.60/0-5242.6.13:30.30/1-	4	09:00:43	13:29:43	7469002.6095387265	0.0025	4.965970317957549	2.000383333333333
177	11479.6.09:00.60/0-40546.6.10:15.30/0-16570.6.11:55.90/0-	3	09:00:43	11:53:43	7404194.797215546	0.003	2.806243240518178	2.0001166666666665
178	37238.6.10:00.60/0-29825.6.14:00.30/0-15339.6.18:15.30/0-48153.6.19:50.30/0-	4	10:00:43	19:50:43	6343689.728343569	0.0025	15.455674278118945	8.000316666666667
179	6154.6.09:10.60/0-9366.6.13:30.30/1-27220.6.19:00.30/0-4886.6.21:30.30/0-	4	09:10:43	21:29:43	6316470.381604355	0.0025	20.54996272014517	4.999516666666667
180	36821.6.09:00.60/0-3927.6.11:00.60/0-930.6.12:30.30/0-	3	09:00:43	12:29:43	6140858.306516785	0.0025	2.696693550559513	10.999283333333333
181	34950.6.10:10.180/0-1999.6.14:35.60/0-27550.6.18:30.30/0-	3	10:10:43	18:26:43	6133465.907203337	0.0045	8.44728024011122	8.000783333333333
182	1569.6.08:20.30/0-15704.6.08:55.30/0-46840.6.10:10.30/1-12566.6.11:00.30/0-	4	08:20:43	10:59:43	5826479.5829866305	0.002	2.2165027662209935	5.999733333333333
183	1785.6.08:00.30/0-33419.6.08:30.30/1-21604.6.09:30.30/0-13984.6.11:00.30/0-	4	08:00:43	10:59:43	5727378.951293656	0.002	2.9129150431218687	3.99985
184	47784.6.08:00.60/0-34934.6.09:10.30/0-54041.6.10:00.60/0-	3	08:00:43	09:56:43	5726611.512466716	0.0025	0.8870337488905258	5.0
185	17886.6.07:45.60/0-15342.6.09:30.60/0-11744.6.11:40.30/0-	3	07:45:43	11:39:43	5693448.637359561	0.0025	5.673615201311398	2.9996
186	43868.6.10:00.120/0-31237.6.12:20.90/0-	2	10:00:43	12:18:43	5538350.878471448	0.0035	0.9184772569057371	1.9996833333333333
187	7428.6.08:45.90/0-2493.6.10:50.60/0-4650.6.12:30.30/0-	3	08:45:43	12:29:43	5535074.76135874	0.003	2.502442045291336	1.0000166666666668
188	2687.6.08:30.60/0-45818.6.11:15.30/0-5255.6.13:00.30/0-	3	08:30:43	12:54:43	5491937.997910375	0.002	5.062816597012484	29.000883333333334
189	25866.6.08:50.60/0-1011.6.11:00.60/0-	2	08:50:43	10:47:43	4437320.560486652	0.002	2.8685113576659282	12.999166666666667
190	1902.6.08:30.30/0-30193.6.09:45.30/0-24742.6.11:00.30/0-	3	08:30:43	10:58:43	4280790.764751268	0.0015	2.6926088250422553	10.0002
191	32002.6.09:00.60/0-42978.6.10:30.30/1-11744.6.11:30.30/0-	3	09:00:43	11:30:43	4251651.209324335	0.002	1.7215903108111674	10.00005
192	31242.6.08:00.60/0-40693.6.11:30.60/0-	2	08:00:43	11:23:43	4163811.5328831514	0.002	4.793501096105042	7.0001
193	16688.6.08:00.60/0-4437.6.10:00.30/1-5242.6.10:45.30/1-	3	08:00:43	10:45:43	4148291.46032316	0.002	2.275398677438665	8.000483333333333
194	33070.6.09:00.60/0-36402.6.12:10.60/0-	2	09:00:43	12:04:43	4084003.167316411	0.002	4.133655577213701	5.999883333333333
195	44852.6.08:00.90/0-7497.6.10:30.60/0-	2	08:00:43	10:25:43	3955528.1775979837	0.0025	1.8507559199327952	5.000083333333333
196	25839.6.07:45.60/0-46840.6.10:10.30/0-23122.6.11:55.30/0-	3	07:45:43	11:55:43	3937989.0785827516	0.002	5.267452619425059	2.999416666666667
197	17908.6.08:00.60/0-48331.6.09:40.30/0-11990.6.11:00.30/0-	3	08:00:43	11:00:43	3927053.6934310636	0.002	2.899773114368792	4.001
198	1014.6.09:30.60/0-24742.6.11:20.60/0-	2	09:30:43	11:16:43	3886986.264867152	0.002	1.5653921622384075	4.0004
199	1014.6.09:30.60/1-1113.6.10:40.30/0-23830.6.11:40.30/0-	3	09:30:43	11:39:43	3876859.954413927	0.002	1.2279818137975669	4.000333333333334
200	7612.6.08:00.60/0-7583.6.10:20.60/0-	2	08:00:43	10:17:43	3857840.5677721086	0.002	3.8933117219387583	2.9995666666666665
201	40730.6.10:00.60/0-37536.6.12:05.60/0-	2	10:00:43	12:02:43	3842052.6846592883	0.002	3.1036175662977388	2.9996666666666667
202	5962.6.09:00.60/0-40747.6.11:00.60/0-	2	09:00:43	10:57:43	3837787.476808131	0.002	2.8888071737398895	3.000183333333333
203	45556.6.08:30.60/0-45276.6.12:15.60/0-	2	08:30:43	12:14:43	3824670.323955575	0.002	8.236299531112094	0.9990666666666667
204	33059.6.08:30.60/0-31302.6.10:00.60/0-	2	08:30:43	09:57:43	3807626.745022186	0.002	1.3813705844426365	2.9999833333333332
205	4886.6.08:00.60/0-7351.6.10:10.60/0-	2	08:00:43	10:08:43	3788780.4301631874	0.002	2.292097672106255	2.0002833333333334
206	42796.6.09:10.60/0-4302.6.11:15.60/0-	2	09:10:43	11:13:43	3783508.02287857	0.002	2.116184095952339	2.000366666666667
207	45400.6.10:00.90/0-37455.6.11:50.60/0-	2	10:00:43	11:48:43	3738184.7900535446	0.0025	0.9075228360105706	2.000566666666667
208	4555.6.08:30.90/0-8755.6.11:40.60/0-	2	08:30:43	11:40:43	3700254.9524589404	0.0025	3.3410484152980207	3.8333333333333334E-4
209	9261.6.08:30.60/0-52660.6.11:30.60/0-	2	08:30:43	11:29:43	3779175.9553684406	0.002	5.961281101755373	0.9991666666666666
210	40239.6.09:00.60/0-9473.6.10:45.60/0-	2	09:00:43	10:43:43	3763319.689698254	0.002	1.444272989941813	1.99985
211	5819.6.07:45.90/0-13160.6.10:05.30/0-22299.6.11:20.30/0-	3	07:45:43	11:19:43	3755658.114636707	0.0025	3.188620487890228	0.9999833333333333
212	27550.6.09:00.60/0-26512.6.11:20.60/0-	2	09:00:43	11:19:43	3739553.7744447896	0.002	3.978322055572804	0.9997833333333334
213	34983.6.09:30.60/0-17285.6.11:30.60/0-	2	09:30:43	11:29:43	3719264.315703211	0.002	2.9606491184938877	1.00085
214	43125.6.10:30.270/0-29825.6.20:10.30/1-	2	10:30:43	19:43:43	3703129.3754877457	0.005	14.157302107720627	26.999716666666668
215	52314.6.09:30.90/0-15696.6.12:30.30/0-46259.6.13:10.30/0-	3	09:30:43	13:10:43	3700801.951905272	0.0025	3.358648396842394	7.0E-4
216	25097.6.10:10.60/0-11969.6.11:50.60/0-	2	10:10:43	11:49:43	3699049.649039705	0.002	1.95421578531857	0.9994166666666666
217	16278.6.08:00.60/0-10290.6.10:20.60/0-	2	08:00:43	10:20:43	3680769.1258868156	0.002	4.037389627674103	3.5E-4
218	2884.6.09:15.60/0-52497.6.10:30.60/0-	2	09:15:43	10:29:43	3674063.072500636	0.002	0.4677524166878551	1.0005
219	30139.6.07:50.60/0-53292.6.10:00.60/0-	2	07:50:43	10:00:43	3670104.591538699	0.002	2.335803051289958	5.0E-4
220	346.6.08:45.90/0-2493.6.10:50.30/0-34403.6.11:30.30/0-	3	08:45:43	11:30:43	3646289.421098193	0.0025	1.5421973699397695	3.8333333333333334E-4
221	9294.6.09:50.60/0-32425.6.11:30.60/0-	2	09:50:43	11:30:43	3640992.663224587	0.002	2.048566494562705	3.5E-4
222	12642.6.09:00.60/0-8113.6.10:30.60/0-	2	09:00:43	10:30:43	3630788.9418875366	0.002	1.0245147295845574	8.833333333333333E-4
223	48984.6.09:00.60/0-34820.6.10:30.60/0-	2	09:00:43	10:30:43	3630773.923585067	0.002	1.5385795125866943	3.3333333333333335E-5
224	49765.6.10:00.60/0-21357.6.11:30.60/0-	2	10:00:43	11:30:43	3630040.138856441	0.002	1.50189027615537	3.3333333333333335E-5
225	6044.6.09:05.60/0-3647.6.10:30.60/0-	2	09:05:43	10:30:43	3625528.9043744584	0.002	1.2761285520562444	1.0E-4
226	16289.6.09:40.60/0-29815.6.11:00.60/0-	2	09:40:43	11:00:43	3620540.04844622	0.002	0.6846516148739887	0.0
227	23213.6.09:40.60/0-38886.6.10:45.60/0-	2	09:40:43	10:45:43	3605344.736707253	0.002	0.17814122357509002	0.0
277023
