ID	IDServices	Num Services	H first 	H last	Last Service  Time (includes duration)	Distance	Service Time	Travel Time	Waiting time
1	36361.0.11:30.180/0-87.0.12:50.60/0-36331.0.10:30.60/0-91.0.07:50.60/0-36341.0.13:20.120/0-36217.0.16:25.90/0-36402.0.19:40.60/0-81.0.08:00.90/0-	8	07:00:35	20:01:35	21:31:35	3.255378524107994E7	720.0	2.5630873513323293	0.0
66899
