28,36197,36197.2.10:00.30/0,2,10,0,10,0,30,40.4117453,-3.7041475,0
28,36197,36197.3.10:00.30/0,3,10,0,10,0,30,40.4117453,-3.7041475,0
28,36197,36197.4.10:00.30/0,4,10,0,10,0,30,40.4117453,-3.7041475,0
29,36198,36198.0.10:30.30/0,0,10,30,10,30,30,40.4117453,-3.7041475,0
29,36198,36198.1.10:30.30/0,1,10,30,10,30,30,40.4117453,-3.7041475,0
29,36198,36198.2.10:30.30/0,2,10,30,10,30,30,40.4117453,-3.7041475,0
29,36198,36198.3.10:30.30/0,3,10,30,10,30,30,40.4117453,-3.7041475,0
29,36198,36198.4.10:30.30/0,4,10,30,10,30,30,40.4117453,-3.7041475,0
30,36821,36821.0.07:50.60/0,0,7,50,7,50,60,40.41562649999999,-3.6995514,0
30,36821,36821.1.07:50.60/0,1,7,50,7,50,60,40.41562649999999,-3.6995514,0
30,36821,36821.2.07:50.60/0,2,7,50,7,50,60,40.41562649999999,-3.6995514,0
30,36821,36821.4.07:50.60/0,4,7,50,7,50,60,40.41562649999999,-3.6995514,0
31,48021,48021.3.13:00.120/0,3,13,0,13,0,120,40.4123291,-3.698707,0
32,50239,50239.0.10:20.120/0,0,10,20,10,20,120,40.41233,-3.6992629,0
33,2177,2177.0.10:40.30/0,0,10,40,10,40,30,40.41267620000001,-3.7049753,0
33,2177,2177.1.10:40.30/0,1,10,40,10,40,30,40.41267620000001,-3.7049753,0
33,2177,2177.2.10:40.30/0,2,10,40,10,40,30,40.41267620000001,-3.7049753,0
33,2177,2177.3.10:40.30/0,3,10,40,10,40,30,40.41267620000001,-3.7049753,0
33,2177,2177.4.10:40.30/0,4,10,40,10,40,30,40.41267620000001,-3.7049753,0
34,23280,23280.0.17:30.60/0,0,17,30,17,30,60,40.4072669,-3.6981267,0
34,23280,23280.1.17:30.60/0,1,17,30,17,30,60,40.4072669,-3.6981267,0
34,23280,23280.2.17:30.60/0,2,17,30,17,30,60,40.4072669,-3.6981267,0
34,23280,23280.3.17:30.60/0,3,17,30,17,30,60,40.4072669,-3.6981267,0
35,2460,2460.0.19:00.30/0,0,19,0,19,0,30,40.4125959,-3.705083799999999,0
35,2460,2460.1.19:00.30/0,1,19,0,19,0,30,40.4125959,-3.705083799999999,0
35,2460,2460.2.19:00.30/0,2,19,0,19,0,30,40.4125959,-3.705083799999999,0
35,2460,2460.3.19:00.30/0,3,19,0,19,0,30,40.4125959,-3.705083799999999,0
36,32163,32163.0.11:20.30/0,0,11,20,11,20,30,40.4077778,-3.702481199999999,0
36,32163,32163.1.11:20.30/0,1,11,20,11,20,30,40.4077778,-3.702481199999999,0
37,35061,35061.0.08:40.45/0,0,8,40,8,40,45,40.4084916,-3.7038873,0
37,35061,35061.1.08:40.45/0,1,8,40,8,40,45,40.4084916,-3.7038873,0
37,35061,35061.2.08:40.45/0,2,8,40,8,40,45,40.4084916,-3.7038873,0
37,35061,35061.3.08:40.45/0,3,8,40,8,40,45,40.4084916,-3.7038873,0
37,35061,35061.4.08:40.45/0,4,8,40,8,40,45,40.4084916,-3.7038873,0
38,35061,35061.0.12:40.45/0,0,12,40,12,40,45,40.4084916,-3.7038873,0
38,35061,35061.1.12:40.45/0,1,12,40,12,40,45,40.4084916,-3.7038873,0
38,35061,35061.2.12:40.45/0,2,12,40,12,40,45,40.4084916,-3.7038873,0
38,35061,35061.3.12:40.45/0,3,12,40,12,40,45,40.4084916,-3.7038873,0
38,35061,35061.4.12:40.45/0,4,12,40,12,40,45,40.4084916,-3.7038873,0
39,35061,35061.0.18:40.30/0,0,18,40,18,40,30,40.4084916,-3.7038873,0
39,35061,35061.1.18:40.30/0,1,18,40,18,40,30,40.4084916,-3.7038873,0
39,35061,35061.2.18:40.30/0,2,18,40,18,40,30,40.4084916,-3.7038873,0
39,35061,35061.3.18:40.30/0,3,18,40,18,40,30,40.4084916,-3.7038873,0
40,36402,36402.0.19:40.60/0,0,19,40,19,40,60,40.4079606,-3.697062,0
40,36402,36402.1.19:40.60/0,1,19,40,19,40,60,40.4079606,-3.697062,0
40,36402,36402.2.19:40.60/0,2,19,40,19,40,60,40.4079606,-3.697062,0
40,36402,36402.3.19:40.60/0,3,19,40,19,40,60,40.4079606,-3.697062,0
41,37369,37369.0.12:00.30/0,0,12,0,12,0,30,40.4059254,-3.699368,0
41,37369,37369.1.12:00.30/0,1,12,0,12,0,30,40.4059254,-3.699368,0
41,37369,37369.2.12:00.30/0,2,12,0,12,0,30,40.4059254,-3.699368,0
41,37369,37369.3.12:00.30/0,3,12,0,12,0,30,40.4059254,-3.699368,0
41,37369,37369.4.12:00.30/0,4,12,0,12,0,30,40.4059254,-3.699368,0
42,37745,37745.0.09:30.60/0,0,9,30,9,30,60,40.4130629,-3.7064165,0
42,37745,37745.1.09:30.60/0,1,9,30,9,30,60,40.4130629,-3.7064165,0
42,37745,37745.2.09:30.60/0,2,9,30,9,30,60,40.4130629,-3.7064165,0
42,37745,37745.3.09:30.60/0,3,9,30,9,30,60,40.4130629,-3.7064165,0
42,37745,37745.4.09:30.60/0,4,9,30,9,30,60,40.4130629,-3.7064165,0
43,1391,1391.3.18:00.120/0,3,18,0,18,0,120,40.4116815,-3.6967439,0
44,1391,1391.0.08:30.120/0,0,8,30,8,30,120,40.4116815,-3.6967439,0
44,1391,1391.1.08:30.120/0,1,8,30,8,30,120,40.4116815,-3.6967439,0
44,1391,1391.2.08:30.120/0,2,8,30,8,30,120,40.4116815,-3.6967439,0
44,1391,1391.3.08:30.120/0,3,8,30,8,30,120,40.4116815,-3.6967439,0
44,1391,1391.4.08:30.120/0,4,8,30,8,30,120,40.4116815,-3.6967439,0
45,1539,1539.0.20:10.30/0,0,20,10,20,10,30,40.4296279427,-3.7118021149,-1
46,1565,1565.0.08:30.60/0,0,8,30,8,30,60,40.4112189,-3.6987215,0
46,1565,1565.1.08:30.60/0,1,8,30,8,30,60,40.4112189,-3.6987215,0
46,1565,1565.2.08:30.60/0,2,8,30,8,30,60,40.4112189,-3.6987215,0
46,1565,1565.3.08:30.60/0,3,8,30,8,30,60,40.4112189,-3.6987215,0
46,1565,1565.4.08:30.60/0,4,8,30,8,30,60,40.4112189,-3.6987215,0
47,18469,18469.3.17:30.30/0,3,17,30,17,30,30,40.4102232,-3.6988592,0
48,1999,1999.0.20:40.60/0,0,20,40,20,40,60,40.4061196,-3.7002817,0
48,1999,1999.1.20:40.60/0,1,20,40,20,40,60,40.4061196,-3.7002817,0
48,1999,1999.2.20:40.60/0,2,20,40,20,40,60,40.4061196,-3.7002817,0
48,1999,1999.3.20:40.60/0,3,20,40,20,40,60,40.4061196,-3.7002817,0
48,1999,1999.4.20:40.60/0,4,20,40,20,40,60,40.4061196,-3.7002817,0
49,2127,2127.4.12:45.120/0,4,12,45,12,45,120,40.40329390000001,-3.697599499999999,0
50,2127,2127.2.12:30.120/0,2,12,30,12,30,120,40.40329390000001,-3.697599499999999,0
51,2127,2127.0.16:50.60/0,0,16,50,16,50,60,40.40329390000001,-3.697599499999999,0
51,2127,2127.1.16:50.60/0,1,16,50,16,50,60,40.40329390000001,-3.697599499999999,0
51,2127,2127.2.16:50.60/0,2,16,50,16,50,60,40.40329390000001,-3.697599499999999,0
51,2127,2127.4.16:50.60/0,4,16,50,16,50,60,40.40329390000001,-3.697599499999999,0
52,33641,33641.4.13:00.90/0,4,13,0,13,0,90,40.4296279427,-3.7118021149,-1
53,492,492.1.17:40.60/0,1,17,40,17,40,60,40.4107601,-3.6992035,0
53,492,492.3.17:40.60/0,3,17,40,17,40,60,40.4107601,-3.6992035,0
54,52687,52687.1.11:40.120/0,1,11,40,11,40,120,40.4107086,-3.6982328,0
54,52687,52687.3.11:40.120/0,3,11,40,11,40,120,40.4107086,-3.6982328,0
55,1308,1308.1.10:20.90/0,1,10,20,10,20,90,40.4148933,-3.699517,0
55,1308,1308.4.10:20.90/0,4,10,20,10,20,90,40.4148933,-3.699517,0
56,1345,1345.0.08:30.90/0,0,8,30,8,30,90,40.4296279427,-3.7118021149,-1
56,1345,1345.1.08:30.90/0,1,8,30,8,30,90,40.4296279427,-3.7118021149,-1
56,1345,1345.2.08:30.90/0,2,8,30,8,30,90,40.4296279427,-3.7118021149,-1
56,1345,1345.3.08:30.90/0,3,8,30,8,30,90,40.4296279427,-3.7118021149,-1
56,1345,1345.4.08:30.90/0,4,8,30,8,30,90,40.4296279427,-3.7118021149,-1
57,1506,1506.0.10:05.30/0,0,10,5,10,5,30,40.4126961,-3.6983791,0
57,1506,1506.1.10:05.30/0,1,10,5,10,5,30,40.4126961,-3.6983791,0
57,1506,1506.2.10:05.30/0,2,10,5,10,5,30,40.4126961,-3.6983791,0
57,1506,1506.3.10:05.30/0,3,10,5,10,5,30,40.4126961,-3.6983791,0
57,1506,1506.4.10:05.30/0,4,10,5,10,5,30,40.4126961,-3.6983791,0
58,1506,1506.0.10:35.90/0,0,10,35,10,35,90,40.4126961,-3.6983791,0
58,1506,1506.3.10:35.90/0,3,10,35,10,35,90,40.4126961,-3.6983791,0
59,1513,1513.2.09:50.120/0,2,9,50,9,50,120,40.41162,-3.694924399999999,0
60,15342,15342.0.14:10.30/0,0,14,10,14,10,30,40.4136736,-3.6956707,0
60,15342,15342.2.14:10.30/0,2,14,10,14,10,30,40.4136736,-3.6956707,0
60,15342,15342.3.14:10.30/0,3,14,10,14,10,30,40.4136736,-3.6956707,0
60,15342,15342.4.14:10.30/0,4,14,10,14,10,30,40.4136736,-3.6956707,0
61,15626,15626.0.12:45.90/0,0,12,45,12,45,90,40.4144061,-3.6976684,0
61,15626,15626.2.12:35.90/0,2,12,35,12,35,90,40.4144061,-3.6976684,0
61,15626,15626.3.12:45.90/0,3,12,45,12,45,90,40.4144061,-3.6976684,0
61,15626,15626.4.12:30.90/0,4,12,30,12,30,90,40.4144061,-3.6976684,0
62,40303,40303.0.12:10.30/0,0,12,10,12,10,30,40.4125254,-3.6962806,0
62,40303,40303.1.11:50.30/0,1,11,50,11,50,30,40.4125254,-3.6962806,0
62,40303,40303.2.11:50.30/0,2,11,50,11,50,30,40.4125254,-3.6962806,0
62,40303,40303.3.12:10.30/0,3,12,10,12,10,30,40.4125254,-3.6962806,0
62,40303,40303.4.11:50.30/0,4,11,50,11,50,30,40.4125254,-3.6962806,0
63,13531,13531.0.07:50.60/0,0,7,50,7,50,60,40.41060969999999,-3.6980033,0
63,13531,13531.1.07:50.60/0,1,7,50,7,50,60,40.41060969999999,-3.6980033,0
63,13531,13531.2.07:50.60/0,2,7,50,7,50,60,40.41060969999999,-3.6980033,0
63,13531,13531.3.07:50.60/0,3,7,50,7,50,60,40.41060969999999,-3.6980033,0
63,13531,13531.4.07:50.60/0,4,7,50,7,50,60,40.41060969999999,-3.6980033,0
64,13531,13531.0.12:25.120/0,0,12,25,12,25,120,40.41060969999999,-3.6980033,0
64,13531,13531.2.12:25.120/0,2,12,25,12,25,120,40.41060969999999,-3.6980033,0
65,28882,28882.1.11:50.60/0,1,11,50,11,50,60,40.41230669999999,-3.6996604,0
66,28882,28882.1.12:50.120/0,1,12,50,12,50,120,40.41230669999999,-3.6996604,0
67,29021,29021.3.09:40.60/0,3,9,40,9,40,60,40.4116625,-3.6948309,0
68,32111,32111.0.12:40.90/0,0,12,40,12,40,90,40.40964160000001,-3.6963369,0
69,37276,37276.4.11:00.60/0,4,11,0,11,0,60,40.4296279427,-3.7118021149,-1
70,37276,37276.0.10:10.30/0,0,10,10,10,10,30,40.4296279427,-3.7118021149,-1
70,37276,37276.1.10:10.30/0,1,10,10,10,10,30,40.4296279427,-3.7118021149,-1
70,37276,37276.2.10:10.30/0,2,10,10,10,10,30,40.4296279427,-3.7118021149,-1
70,37276,37276.3.10:10.30/0,3,10,10,10,10,30,40.4296279427,-3.7118021149,-1
70,37276,37276.4.10:30.30/0,4,10,30,10,30,30,40.4296279427,-3.7118021149,-1
71,37761,37761.3.11:50.120/0,3,11,50,11,50,120,40.41245869999999,-3.7025442,0
72,45787,45787.4.12:20.120/0,4,12,20,12,20,120,40.414223,-3.6987547,0
73,49756,49756.2.09:10.60/0,2,9,10,9,10,60,40.411182,-3.7057902,0
74,50549,50549.0.10:45.60/0,0,10,45,10,45,60,40.4296279427,-3.7118021149,-1
74,50549,50549.1.10:45.60/0,1,10,45,10,45,60,40.4296279427,-3.7118021149,-1
74,50549,50549.2.10:45.120/0,2,10,45,10,45,120,40.4296279427,-3.7118021149,-1
74,50549,50549.3.10:45.60/0,3,10,45,10,45,60,40.4296279427,-3.7118021149,-1
74,50549,50549.4.10:45.120/0,4,10,45,10,45,120,40.4296279427,-3.7118021149,-1
75,1572,1572.0.10:45.60/0,0,10,45,10,45,60,40.4099871,-3.6962582,0
75,1572,1572.1.12:45.60/0,1,12,45,12,45,60,40.4099871,-3.6962582,0
75,1572,1572.2.12:45.60/0,2,12,45,12,45,60,40.4099871,-3.6962582,0
75,1572,1572.3.12:45.60/0,3,12,45,12,45,60,40.4099871,-3.6962582,0
75,1572,1572.4.10:45.60/0,4,10,45,10,45,60,40.4099871,-3.6962582,0
76,1572,1572.0.11:45.120/0,0,11,45,11,45,120,40.4099871,-3.6962582,0
76,1572,1572.2.12:45.60/1,2,12,45,12,45,60,40.4099871,-3.6962582,0
76,1572,1572.4.11:45.60/0,4,11,45,11,45,60,40.4099871,-3.6962582,0
77,29497,29497.1.10:35.120/0,1,10,35,10,35,120,40.4099081,-3.6966936,0
77,29497,29497.3.10:35.120/0,3,10,35,10,35,120,40.4099081,-3.6966936,0
78,29497,29497.0.10:05.30/0,0,10,5,10,5,30,40.4099081,-3.6966936,0
78,29497,29497.1.10:05.30/0,1,10,5,10,5,30,40.4099081,-3.6966936,0
78,29497,29497.2.11:05.30/0,2,11,5,11,5,30,40.4099081,-3.6966936,0
78,29497,29497.3.10:05.30/0,3,10,5,10,5,30,40.4099081,-3.6966936,0
78,29497,29497.4.10:05.30/0,4,10,5,10,5,30,40.4099081,-3.6966936,0
79,36821,36821.3.13:50.60/0,3,13,50,13,50,60,40.41562649999999,-3.6995514,0
79,36821,36821.4.13:00.60/0,4,13,0,13,0,60,40.41562649999999,-3.6995514,0
80,38384,38384.0.09:00.60/0,0,9,0,9,0,60,40.41060969999999,-3.6980033,0
80,38384,38384.1.09:00.60/0,1,9,0,9,0,60,40.41060969999999,-3.6980033,0
80,38384,38384.2.10:05.90/0,2,10,5,10,5,90,40.41060969999999,-3.6980033,0
80,38384,38384.3.09:00.60/0,3,9,0,9,0,60,40.41060969999999,-3.6980033,0
80,38384,38384.4.09:00.60/0,4,9,0,9,0,60,40.41060969999999,-3.6980033,0
81,1381,1381.1.14:15.90/0,1,14,15,14,15,90,40.41247930000001,-3.7040124,0
81,1381,1381.2.14:15.90/0,2,14,15,14,15,90,40.41247930000001,-3.7040124,0
81,1381,1381.3.14:15.90/0,3,14,15,14,15,90,40.41247930000001,-3.7040124,0
81,1381,1381.4.13:45.90/0,4,13,45,13,45,90,40.41247930000001,-3.7040124,0
82,1481,1481.1.10:40.120/0,1,10,40,10,40,120,40.4130154,-3.6957714,0
82,1481,1481.2.10:40.120/0,2,10,40,10,40,120,40.4130154,-3.6957714,0
82,1481,1481.3.10:40.120/0,3,10,40,10,40,120,40.4130154,-3.6957714,0
82,1481,1481.4.10:40.120/0,4,10,40,10,40,120,40.4130154,-3.6957714,0
83,1598,1598.1.09:00.90/0,1,9,0,9,0,90,40.4147506,-3.7022545,0
83,1598,1598.3.09:00.90/0,3,9,0,9,0,90,40.4147506,-3.7022545,0
84,32111,32111.1.12:40.60/0,1,12,40,12,40,60,40.40964160000001,-3.6963369,0
84,32111,32111.2.12:40.90/0,2,12,40,12,40,90,40.40964160000001,-3.6963369,0
84,32111,32111.3.12:40.90/0,3,12,40,12,40,90,40.40964160000001,-3.6963369,0
84,32111,32111.4.12:40.60/0,4,12,40,12,40,60,40.40964160000001,-3.6963369,0
85,32520,32520.2.09:00.90/0,2,9,0,9,0,90,40.4145032,-3.7022937,0
86,8852,8852.4.09:00.90/0,4,9,0,9,0,90,40.4108825,-3.6955874,0
87,13258,13258.0.08:00.60/0,0,8,0,8,0,60,40.4234117,-3.699564,0
87,13258,13258.1.08:00.60/0,1,8,0,8,0,60,40.4234117,-3.699564,0
87,13258,13258.2.08:00.60/0,2,8,0,8,0,60,40.4234117,-3.699564,0
87,13258,13258.3.08:00.60/0,3,8,0,8,0,60,40.4234117,-3.699564,0
87,13258,13258.4.08:00.60/0,4,8,0,8,0,60,40.4234117,-3.699564,0
87,13258,13258.5.10:10.60/0,5,10,10,10,10,60,40.4234117,-3.699564,0
88,13769,13769.0.13:30.60/0,0,13,30,13,30,60,40.4196988,-3.7092516,0
88,13769,13769.1.13:30.60/0,1,13,30,13,30,60,40.4196988,-3.7092516,0
88,13769,13769.2.13:30.60/0,2,13,30,13,30,60,40.4196988,-3.7092516,0
88,13769,13769.3.13:30.60/0,3,13,30,13,30,60,40.4196988,-3.7092516,0
88,13769,13769.4.13:30.60/0,4,13,30,13,30,60,40.4196988,-3.7092516,0
89,1902,1902.5.08:30.30/0,5,8,30,8,30,30,40.4242366,-3.7005819,0
90,19564,19564.1.09:10.120/0,1,9,10,9,10,120,40.4222323,-3.699681399999999,0
90,19564,19564.4.09:10.120/0,4,9,10,9,10,120,40.4222323,-3.699681399999999,0
91,242,242.2.09:10.120/0,2,9,10,9,10,120,40.4231421,-3.6981687,0
92,268,268.5.09:05.60/0,5,9,5,9,5,60,40.4227809,-3.6997122,0
93,33181,33181.2.11:20.120/0,2,11,20,11,20,120,40.4229689,-3.6984053,0
94,44069,44069.1.11:20.120/0,1,11,20,11,20,120,40.4279073,-3.7018152,0
95,44070,44070.0.09:10.120/0,0,9,10,9,10,120,40.4236488,-3.7016003,0
95,44070,44070.3.09:10.120/0,3,9,10,9,10,120,40.4236488,-3.7016003,0
96,743,743.3.11:20.120/0,3,11,20,11,20,120,40.4219544,-3.6983886,0
97,7921,7921.0.11:20.120/0,0,11,20,11,20,120,40.4234581,-3.696565399999999,0
97,7921,7921.4.11:20.120/0,4,11,20,11,20,120,40.4234581,-3.696565399999999,0
98,1094,1094.3.10:15.120/0,3,10,15,10,15,120,40.409222,-3.7071743,0
99,1260,1260.2.10:15.120/0,2,10,15,10,15,120,40.4094203,-3.7077482,0
100,1413,1413.0.08:00.60/0,0,8,0,8,0,60,40.4296279427,-3.7118021149,-1
100,1413,1413.1.08:00.60/0,1,8,0,8,0,60,40.4296279427,-3.7118021149,-1
100,1413,1413.2.08:00.60/0,2,8,0,8,0,60,40.4296279427,-3.7118021149,-1
100,1413,1413.3.08:00.60/0,3,8,0,8,0,60,40.4296279427,-3.7118021149,-1
100,1413,1413.4.08:00.60/0,4,8,0,8,0,60,40.4296279427,-3.7118021149,-1
101,194,194.1.12:15.120/0,1,12,15,12,15,120,40.4077142,-3.7042401,0
102,2408,2408.0.10:20.90/0,0,10,20,10,20,90,40.4092823,-3.7095858,0
102,2408,2408.1.10:20.90/0,1,10,20,10,20,90,40.4092823,-3.7095858,0
102,2408,2408.2.12:30.90/0,2,12,30,12,30,90,40.4092823,-3.7095858,0
102,2408,2408.3.12:30.90/0,3,12,30,12,30,90,40.4092823,-3.7095858,0
102,2408,2408.4.10:20.90/0,4,10,20,10,20,90,40.4092823,-3.7095858,0
103,50109,50109.4.09:10.60/0,4,9,10,9,10,60,40.4077043,-3.7059891,0
104,50110,50110.0.09:10.60/0,0,9,10,9,10,60,40.4077043,-3.7059891,0
104,50110,50110.1.09:10.60/0,1,9,10,9,10,60,40.4077043,-3.7059891,0
104,50110,50110.2.09:10.60/0,2,9,10,9,10,60,40.4077043,-3.7059891,0
104,50110,50110.3.09:10.60/0,3,9,10,9,10,60,40.4077043,-3.7059891,0
105,1222,1222.0.18:00.90/0,0,18,0,18,0,90,40.41100670000001,-3.701672,0
105,1222,1222.1.18:00.90/0,1,18,0,18,0,90,40.41100670000001,-3.701672,0
105,1222,1222.2.18:00.90/0,2,18,0,18,0,90,40.41100670000001,-3.701672,0
105,1222,1222.3.18:30.60/0,3,18,30,18,30,60,40.41100670000001,-3.701672,0
105,1222,1222.4.18:00.60/0,4,18,0,18,0,60,40.41100670000001,-3.701672,0
106,16808,16808.0.09:20.90/0,0,9,20,9,20,90,40.4149264,-3.7013702,0
106,16808,16808.3.09:20.90/0,3,9,20,9,20,90,40.4149264,-3.7013702,0
107,37015,37015.0.11:15.120/0,0,11,15,11,15,120,40.4070557,-3.699952799999999,0
107,37015,37015.2.11:15.120/0,2,11,15,11,15,120,40.4070557,-3.699952799999999,0
107,37015,37015.3.11:15.120/0,3,11,15,11,15,120,40.4070557,-3.699952799999999,0
107,37015,37015.4.11:15.120/0,4,11,15,11,15,120,40.4070557,-3.699952799999999,0
108,37276,37276.0.16:35.60/0,0,16,35,16,35,60,40.4296279427,-3.7118021149,-1
108,37276,37276.1.16:30.60/0,1,16,30,16,30,60,40.4296279427,-3.7118021149,-1
108,37276,37276.2.16:30.60/0,2,16,30,16,30,60,40.4296279427,-3.7118021149,-1
108,37276,37276.3.16:30.60/0,3,16,30,16,30,60,40.4296279427,-3.7118021149,-1
108,37276,37276.4.16:30.60/0,4,16,30,16,30,60,40.4296279427,-3.7118021149,-1
109,43134,43134.0.19:30.90/0,0,19,30,19,30,90,40.41100670000001,-3.701672,0
109,43134,43134.1.19:30.90/0,1,19,30,19,30,90,40.41100670000001,-3.701672,0
109,43134,43134.2.19:30.90/0,2,19,30,19,30,90,40.41100670000001,-3.701672,0
109,43134,43134.3.19:30.90/0,3,19,30,19,30,90,40.41100670000001,-3.701672,0
109,43134,43134.4.19:00.120/0,4,19,0,19,0,120,40.41100670000001,-3.701672,0
110,45322,45322.0.16:00.30/0,0,16,0,16,0,30,40.4125254,-3.6962806,0
110,45322,45322.1.16:00.30/0,1,16,0,16,0,30,40.4125254,-3.6962806,0
110,45322,45322.2.16:00.30/0,2,16,0,16,0,30,40.4125254,-3.6962806,0
110,45322,45322.3.16:00.30/0,3,16,0,16,0,30,40.4125254,-3.6962806,0
110,45322,45322.4.16:00.30/0,4,16,0,16,0,30,40.4125254,-3.6962806,0
111,12614,12614.3.07:55.30/0,3,7,55,7,55,30,40.4105204,-3.7036763,0
112,12614,12614.2.07:55.30/0,2,7,55,7,55,30,40.4105204,-3.7036763,0
113,1381,1381.0.10:40.90/0,0,10,40,10,40,90,40.41247930000001,-3.7040124,0
113,1381,1381.1.10:40.60/0,1,10,40,10,40,60,40.41247930000001,-3.7040124,0
113,1381,1381.2.11:15.60/0,2,11,15,11,15,60,40.41247930000001,-3.7040124,0
113,1381,1381.3.10:40.60/0,3,10,40,10,40,60,40.41247930000001,-3.7040124,0
114,1381,1381.0.14:15.90/0,0,14,15,14,15,90,40.41247930000001,-3.7040124,0
115,1491,1491.1.09:05.90/0,1,9,5,9,5,90,40.4127189,-3.6964694,0
