
BasicModel: Loading and testing schedule from file

Configuration: 

customers=Usuarios.txt
resources=Auxiliares.txt
services=clusters_originalLong/Servicios_lunes_c11.txt
locations=clusters_originalLong/Cluster_completo_j12_c11.txt
solution=null
solutionVAR=null

Adding 0 additional subservices: 

# customer, serviceReference, dayOfWeek, minHour, minMinute, maxHour, maxMinute, duration, latitude, longitude
--------
22290,22290.0.13:00.60/0,0,12,0,14,0,60,40.417,-3.7129
22328,22328.0.08:35.60/0,0,7,35,9,35,60,40.408,-3.7043
22380,22380.0.08:00.30/0,0,8,0,8,0,30,40.413,-3.7069
22380,22380.0.17:30.60/0,0,17,30,17,30,60,40.413,-3.7069
22418,22418.0.13:15.120/0,0,7,0,20,0,120,40.411,-3.7023
22594,22594.0.11:40.90/0,0,10,40,12,40,90,40.407,-3.6998
22820,22820.0.12:45.120/0,0,7,0,20,0,120,40.412,-3.713
23213,23213.0.09:05.90/0,0,8,5,10,5,90,40.414,-3.7123
23213,23213.0.14:35.30/0,0,13,35,15,35,30,40.414,-3.7123
23280,23280.0.17:30.60/0,0,16,30,18,30,60,40.407,-3.6983
23280,23280.0.11:50.120/0,0,10,50,12,50,120,40.407,-3.6983
23280,23280.0.08:55.30/0,0,7,55,9,55,30,40.407,-3.6983
23280,23280.0.14:15.60/0,0,13,15,15,15,60,40.407,-3.6983
23306,23306.0.11:40.120/0,0,10,40,12,40,120,40.407,-3.7032
23410,23410.0.11:45.120/0,0,7,0,20,0,120,40.41,-3.7113
23830,23830.0.13:15.90/0,0,12,15,14,15,90,40.412,-3.7009
23965,23965.0.08:30.30/0,0,7,30,9,30,30,40.408,-3.696
23965,23965.0.12:45.120/0,0,11,45,13,45,120,40.408,-3.696
24034,24034.0.14:20.60/0,0,13,20,15,20,60,40.415,-3.7071
24034,24034.0.14:25.60/0,0,13,25,15,25,60,40.415,-3.7071
24095,24095.0.11:35.60/0,0,10,35,12,35,60,40.411,-3.6993
24176,24176.0.08:00.60/0,0,7,0,21,0,60,40.408,-3.6979
24199,24199.0.10:05.60/0,0,9,5,11,5,60,40.408,-3.6997
24236,24236.0.10:45.30/0,0,9,45,11,45,30,40.413,-3.7072
24257,24257.0.21:30.30/0,0,20,30,21,30,30,40.407,-3.6998
24257,24257.0.08:00.60/0,0,7,0,9,0,60,40.407,-3.6998
24348,24348.0.12:20.120/0,0,7,0,20,0,120,40.415,-3.6985
24567,24567.0.10:00.120/0,0,9,0,11,0,120,40.409,-3.7103
24567,24567.0.09:05.60/0,0,8,5,10,5,60,40.409,-3.7103
24679,24679.0.09:30.90/0,0,7,0,20,30,90,40.408,-3.6997
24698,24698.0.09:40.120/0,0,7,0,20,0,120,40.41,-3.7062
24724,24724.0.11:10.60/0,0,10,10,12,10,60,40.405,-3.7014
24766,24766.0.10:10.90/0,0,7,0,20,30,90,40.407,-3.7127
24842,24842.0.09:00.120/0,0,8,0,10,0,120,40.413,-3.7137
24865,24865.0.08:30.120/0,0,7,0,20,0,120,40.409,-3.707
24991,24991.0.08:30.60/0,0,8,30,8,30,60,40.408,-3.7156
25032,25032.0.07:55.90/0,0,7,0,20,30,90,40.408,-3.7098
25129,25129.0.09:05.60/0,0,8,5,10,5,60,40.409,-3.7077
25135,25135.0.09:05.90/0,0,7,0,20,30,90,40.41,-3.6933
25171,25171.0.11:15.90/0,0,10,15,12,15,90,40.42,-3.7102
25746,25746.0.09:10.90/0,0,7,0,20,30,90,40.409,-3.7077
26801,26801.0.12:50.120/0,0,7,0,20,0,120,40.41,-3.7032
26923,26923.0.10:10.90/0,0,9,10,11,10,90,40.418,-3.7085
27970,27970.0.09:00.120/0,0,7,0,20,0,120,40.41,-3.7003
28855,28855.0.12:10.60/0,0,11,10,13,10,60,40.411,-3.707
28885,28885.0.13:05.90/0,0,7,0,20,30,90,40.41,-3.7
29005,29005.0.08:00.60/0,0,7,0,9,0,60,40.408,-3.7152
29021,29021.0.09:40.60/0,0,8,40,10,40,60,40.411,-3.6949
29137,29137.0.09:05.60/0,0,7,0,21,0,60,40.41,-3.7117
29210,29210.0.15:10.90/0,0,7,0,20,30,90,40.411,-3.7134
29311,29311.0.09:35.120/0,0,7,0,20,0,120,40.405,-3.7014
29326,29326.0.12:20.60/0,0,7,0,21,0,60,40.407,-3.7082
29497,29497.0.10:05.30/0,0,9,5,11,5,30,40.41,-3.6977
29753,29753.0.19:40.30/0,0,18,40,20,40,30,40.41,-3.7133
29753,29753.0.11:10.30/0,0,10,10,12,10,30,40.41,-3.7133
29835,29835.0.09:05.60/0,0,8,5,10,5,60,40.41,-3.7127
29983,29983.0.13:30.90/0,0,7,0,20,30,90,40.408,-3.6982
30006,30006.0.11:05.120/0,0,7,0,20,0,120,40.411,-3.6994
30122,30122.0.10:40.150/0,0,9,40,11,40,150,40.41,-3.6964
30180,30180.0.12:25.120/0,0,11,25,13,25,120,40.41,-3.7074
30412,30412.0.10:05.90/0,0,9,5,11,5,90,40.414,-3.708
30773,30773.0.09:40.60/0,0,8,40,10,40,60,40.413,-3.7065
30805,30805.0.19:20.30/0,0,18,20,20,20,30,40.413,-3.6961
30805,30805.0.08:30.30/0,0,7,30,9,30,30,40.413,-3.6961
30870,30870.0.18:35.90/0,0,17,35,19,35,90,40.412,-3.7129
30924,30924.0.08:00.120/0,0,7,0,20,0,120,40.406,-3.6997
30924,30924.0.12:45.60/0,0,7,0,21,0,60,40.406,-3.6997
30966,30966.0.07:50.120/0,0,7,0,8,50,120,40.41,-3.7015
31180,31180.0.12:30.120/0,0,7,0,20,0,120,40.409,-3.7086
31236,31236.0.13:40.90/0,0,12,40,14,40,90,40.407,-3.6955
31481,31481.0.13:45.60/0,0,7,0,21,0,60,40.407,-3.7032
31491,31491.0.15:30.90/0,0,14,30,16,30,90,40.408,-3.6962
31855,31855.0.09:00.30/0,0,8,0,10,0,30,40.408,-3.7016
32000,32000.0.13:25.120/0,0,7,0,20,0,120,40.412,-3.7146
32111,32111.0.19:25.30/0,0,18,25,20,25,30,40.41,-3.6962
32111,32111.0.12:40.90/0,0,11,40,13,40,90,40.41,-3.6962
32160,32160.0.14:30.30/0,0,7,0,21,30,30,40.405,-3.7027
32161,32161.0.14:10.60/0,0,13,10,15,10,60,40.41,-3.7094
32163,32163.0.11:20.30/0,0,10,20,12,20,30,40.408,-3.7024
32205,32205.0.12:12.120/0,0,7,0,20,0,120,40.409,-3.6989
32281,32281.0.10:40.150/0,0,7,0,19,30,150,40.415,-3.7069
32302,32302.0.08:00.60/0,0,7,0,21,0,60,40.412,-3.6928
32332,32332.0.09:05.60/0,0,8,5,10,5,60,40.408,-3.71
32343,32343.0.11:10.90/0,0,7,0,20,30,90,40.411,-3.7105
32425,32425.0.08:00.60/0,0,7,0,9,0,60,40.409,-3.7119
32425,32425.0.19:05.30/0,0,18,5,20,5,30,40.409,-3.7119
32471,32471.0.12:30.120/0,0,7,0,20,0,120,40.411,-3.6991
32491,32491.0.09:35.120/0,0,8,35,10,35,120,40.408,-3.6983
32527,32527.0.11:45.90/0,0,7,0,20,30,90,40.41,-3.7124
32530,32530.0.11:45.120/0,0,7,0,20,0,120,40.411,-3.7089
32626,32626.0.09:30.90/0,0,8,30,10,30,90,40.408,-3.6996
32645,32645.0.12:15.90/0,0,7,0,20,30,90,40.408,-3.7156
32745,32745.0.10:05.30/0,0,9,5,11,5,30,40.408,-3.6997
32808,32808.0.09:00.90/0,0,7,0,20,30,90,40.407,-3.6955
32811,32811.0.08:30.120/0,0,7,30,9,30,120,40.416,-3.7074
32931,32931.0.09:20.60/0,0,8,20,10,20,60,40.412,-3.6996
32977,32977.0.09:05.120/0,0,7,0,20,0,120,40.415,-3.7031
33054,33054.0.19:15.60/0,0,18,15,20,15,60,40.414,-3.7108
33054,33054.0.09:00.60/0,0,8,0,10,0,60,40.414,-3.7108
33077,33077.0.10:15.120/0,0,7,0,20,0,120,40.409,-3.7089
33138,33138.0.11:50.90/0,0,7,0,20,30,90,40.407,-3.7082
33178,33178.0.13:10.120/0,0,7,0,20,0,120,40.41,-3.7008
33201,33201.0.11:30.60/0,0,10,30,12,30,60,40.409,-3.703
33302,33302.0.20:15.30/0,0,19,15,21,15,30,40.413,-3.7088
33302,33302.0.08:00.60/0,0,7,0,9,0,60,40.413,-3.7088
33302,33302.0.08:00.60/1,0,7,0,9,0,60,40.413,-3.7088
33306,33306.0.10:35.30/0,0,9,35,11,35,30,40.41,-3.7022
33306,33306.0.14:00.60/0,0,13,0,15,0,60,40.41,-3.7022
33408,33408.0.10:15.120/0,0,7,0,20,0,120,40.411,-3.7079
33419,33419.0.20:20.30/0,0,19,20,21,20,30,40.413,-3.7133
33419,33419.0.20:20.30/1,0,19,20,21,20,30,40.413,-3.7133
33419,33419.0.08:30.30/0,0,7,30,9,30,30,40.413,-3.7133
33419,33419.0.08:30.30/1,0,7,30,9,30,30,40.413,-3.7133
33435,33435.0.12:20.90/0,0,7,0,20,30,90,40.408,-3.7058
33499,33499.0.09:10.60/0,0,8,10,10,10,60,40.409,-3.7075
33641,33641.0.17:20.90/0,0,7,0,20,30,90,40.411,-3.694
33722,33722.0.08:15.60/0,0,7,15,9,15,60,40.409,-3.7014
33816,33816.0.09:05.120/0,0,7,0,20,0,120,40.41,-3.7037
33876,33876.0.11:40.60/0,0,7,0,21,0,60,40.414,-3.7006
33906,33906.0.10:35.60/0,0,7,0,21,0,60,40.408,-3.71
33907,33907.0.09:35.60/0,0,8,35,10,35,60,40.408,-3.71
33971,33971.0.12:15.120/0,0,7,0,20,0,120,40.409,-3.7049
34007,34007.0.08:00.60/0,0,7,0,21,0,60,40.416,-3.7096
34049,34049.0.11:00.60/0,0,10,0,12,0,60,40.41,-3.7124
34059,34059.0.09:00.60/0,0,8,0,10,0,60,40.41,-3.7131
34080,34080.0.10:30.60/0,0,9,30,11,30,60,40.413,-3.7025
34098,34098.0.11:20.120/0,0,7,0,20,0,120,40.404,-3.7016
34112,34112.0.09:00.30/0,0,8,0,10,0,30,40.406,-3.7093
34150,34150.0.08:40.120/0,0,7,0,20,0,120,40.412,-3.7003
34156,34156.0.14:00.120/0,0,7,0,20,0,120,40.411,-3.711
34312,34312.0.10:45.120/0,0,7,0,20,0,120,40.413,-3.7051
34470,34470.0.11:10.120/0,0,7,0,20,0,120,40.41,-3.7083
34500,34500.0.11:15.90/0,0,10,15,12,15,90,40.411,-3.7057
34711,34711.0.08:30.30/0,0,7,30,9,30,30,40.411,-3.7037
34711,34711.0.08:30.30/1,0,7,30,9,30,30,40.411,-3.7037
34711,34711.0.13:25.30/0,0,12,25,14,25,30,40.411,-3.7037
34711,34711.0.20:55.30/0,0,19,55,21,30,30,40.411,-3.7037
34711,34711.0.20:55.30/1,0,19,55,21,30,30,40.411,-3.7037
34936,34936.0.09:00.180/0,0,7,0,19,0,180,40.413,-3.701
34952,34952.0.09:05.60/0,0,8,5,10,5,60,40.415,-3.7083
34997,34997.0.11:05.60/0,0,7,0,21,0,60,40.411,-3.7023
35061,35061.0.08:40.45/0,0,7,40,9,40,45,40.408,-3.7026
35061,35061.0.12:40.45/0,0,11,40,13,40,45,40.408,-3.7026
35061,35061.0.18:40.30/0,0,17,40,19,40,30,40.408,-3.7026
35106,35106.0.11:15.120/0,0,10,15,12,15,120,40.41,-3.7131
35544,35544.0.09:20.120/0,0,7,0,20,0,120,40.408,-3.6987
35902,35902.0.13:45.90/0,0,7,0,20,30,90,40.407,-3.7012
35960,35960.0.12:45.120/0,0,7,0,20,0,120,40.409,-3.701
36217,36217.0.16:25.90/0,0,15,25,17,25,90,40.408,-3.6994
36217,36217.0.18:00.60/0,0,17,0,19,0,60,40.408,-3.6994
36325,36325.0.12:25.120/0,0,7,0,20,0,120,40.414,-3.7029
36341,36341.0.13:20.120/0,0,7,0,20,0,120,40.411,-3.7131
36402,36402.0.19:40.60/0,0,18,40,20,40,60,40.407,-3.6955
36402,36402.0.08:00.60/0,0,7,0,9,0,60,40.407,-3.6955
36435,36435.0.12:35.120/0,0,11,35,13,35,120,40.416,-3.7074
36451,36451.0.11:05.120/0,0,7,0,20,0,120,40.412,-3.7008
36454,36454.0.07:50.60/0,0,7,0,8,50,60,40.411,-3.7073
36484,36484.0.13:45.120/0,0,7,0,20,0,120,40.41,-3.7094
36615,36615.0.08:15.90/0,0,7,0,20,30,90,40.413,-3.7135
36619,36619.0.14:00.120/0,0,13,0,15,0,120,40.407,-3.7003
36631,36631.0.18:45.60/0,0,7,0,21,0,60,40.409,-3.6983
36664,36664.0.13:45.90/0,0,7,0,20,30,90,40.41,-3.6991
36748,36748.0.16:25.60/0,0,16,25,16,25,60,40.413,-3.7088
36748,36748.0.07:50.60/0,0,7,50,7,50,60,40.413,-3.7088
36814,36814.0.08:30.90/0,0,7,30,9,30,90,40.41,-3.7129
36816,36816.0.10:05.120/0,0,7,0,20,0,120,40.413,-3.7101
36821,36821.0.07:50.60/0,0,7,0,8,50,60,40.416,-3.6996
36821,36821.0.14:15.60/0,0,13,15,15,15,60,40.416,-3.6996
36821,36821.0.19:45.60/0,0,18,45,20,45,60,40.416,-3.6996
36831,36831.0.09:40.60/0,0,7,0,21,0,60,40.418,-3.7082
37015,37015.0.11:15.120/0,0,10,15,12,15,120,40.408,-3.7004
37047,37047.0.13:05.120/0,0,12,5,14,5,120,40.411,-3.7133
37089,37089.0.19:00.120/0,0,7,0,20,0,120,40.408,-3.7004
37107,37107.0.09:05.120/0,0,8,5,10,5,120,40.41,-3.7049
37178,37178.0.12:40.120/0,0,11,40,13,40,120,40.409,-3.7091
37230,37230.0.07:55.60/0,0,7,0,8,55,60,40.408,-3.7138
37230,37230.0.10:05.60/0,0,9,5,11,5,60,40.408,-3.7138
37275,37275.0.12:50.150/0,0,7,0,19,30,150,40.408,-3.7138
37276,37276.0.10:10.30/0,0,9,10,11,10,30,40.413,-3.7069
37276,37276.0.16:35.60/0,0,15,35,17,35,60,40.413,-3.7069
37280,37280.0.09:05.60/0,0,8,5,10,5,60,40.413,-3.7088
37282,37282.0.18:30.60/0,0,7,0,21,0,60,40.412,-3.7126
37332,37332.0.17:05.60/0,0,7,0,21,0,60,40.411,-3.7133
37369,37369.0.07:55.30/0,0,7,0,8,55,30,40.406,-3.6997
37369,37369.0.07:55.30/1,0,7,0,8,55,30,40.406,-3.6997
37369,37369.0.12:00.30/0,0,11,0,13,0,30,40.406,-3.6997
37369,37369.0.12:00.30/1,0,11,0,13,0,30,40.406,-3.6997
37369,37369.0.21:30.30/0,0,20,30,21,30,30,40.406,-3.6997
37369,37369.0.21:30.30/1,0,20,30,21,30,30,40.406,-3.6997
37399,37399.0.11:15.60/0,0,10,15,12,15,60,40.41,-3.7053
37414,37414.0.07:50.120/0,0,7,0,8,50,120,40.406,-3.6996
37423,37423.0.10:00.60/0,0,9,0,11,0,60,40.41,-3.701
37606,37606.0.07:55.60/0,0,7,0,8,55,60,40.407,-3.7013
37626,37626.0.12:25.120/0,0,7,0,20,0,120,40.408,-3.706
37745,37745.0.09:30.60/0,0,8,30,10,30,60,40.413,-3.7065
37911,37911.0.11:05.120/0,0,10,5,12,5,120,40.406,-3.6995
37965,37965.0.11:50.120/0,0,7,0,20,0,120,40.411,-3.7057
37973,37973.0.12:30.120/0,0,7,0,20,0,120,40.411,-3.6963
38135,38135.0.15:50.90/0,0,14,50,16,50,90,40.412,-3.7003
38374,38374.0.08:00.60/0,0,7,0,9,0,60,40.409,-3.7102
38382,38382.0.09:10.60/0,0,7,0,21,0,60,40.409,-3.703
38384,38384.0.08:55.30/0,0,7,55,9,55,30,40.411,-3.6978
38384,38384.0.09:00.60/0,0,8,0,10,0,60,40.411,-3.6978
38607,38607.0.09:10.120/0,0,7,0,20,0,120,40.414,-3.6989
38641,38641.0.10:00.30/0,0,7,0,21,30,30,40.409,-3.703
38807,38807.0.12:40.60/0,0,7,0,21,0,60,40.408,-3.7152
38883,38883.0.09:40.60/0,0,8,40,10,40,60,40.411,-3.7105
38886,38886.0.09:05.60/0,0,8,5,10,5,60,40.412,-3.7105
40192,40192.0.19:00.30/0,0,18,0,20,0,30,40.416,-3.7054
40192,40192.0.10:20.30/0,0,9,20,11,20,30,40.416,-3.7054
40303,40303.0.12:10.30/0,0,11,10,13,10,30,40.412,-3.696
40303,40303.0.20:00.30/0,0,19,0,21,0,30,40.412,-3.696
40515,40515.0.14:30.60/0,0,13,30,15,30,60,40.412,-3.7103
40515,40515.0.10:15.60/0,0,9,15,11,15,60,40.412,-3.7103
41126,41126.0.10:15.60/0,0,9,15,11,15,60,40.413,-3.7131
42608,42608.0.16:00.60/0,0,16,0,16,0,60,40.414,-3.6981
42608,42608.0.19:40.60/0,0,19,40,19,40,60,40.414,-3.6981
42684,42684.0.11:15.120/0,0,10,15,12,15,120,40.41,-3.6983
42830,42830.0.08:40.180/0,0,7,40,9,40,180,40.414,-3.697
42852,42852.0.12:20.120/0,0,11,20,13,20,120,40.41,-3.7003
42939,42939.0.13:10.120/0,0,12,10,14,10,120,40.408,-3.7032
42960,42960.0.08:00.60/0,0,7,0,9,0,60,40.407,-3.6953
42960,42960.0.13:35.60/0,0,12,35,14,35,60,40.407,-3.6953
43103,43103.0.09:40.90/0,0,7,0,20,30,90,40.412,-3.7145
43134,43134.0.19:30.90/0,0,18,30,20,30,90,40.412,-3.7016
43213,43213.0.17:30.60/0,0,16,30,18,30,60,40.411,-3.7149
43215,43215.0.11:05.120/0,0,7,0,20,0,120,40.408,-3.7108
43308,43308.0.12:10.120/0,0,7,0,20,0,120,40.411,-3.6939
43790,43790.0.09:15.30/0,0,9,15,9,15,30,40.409,-3.7119
43932,43932.0.11:20.120/0,0,10,20,12,20,120,40.416,-3.7095
44113,44113.0.08:00.60/0,0,7,0,9,0,60,40.409,-3.707
44457,44457.0.08:40.120/0,0,7,40,9,40,120,40.411,-3.7017
45322,45322.0.09:35.120/0,0,9,35,9,35,120,40.412,-3.696
45322,45322.0.08:30.30/0,0,8,30,8,30,30,40.412,-3.696
45322,45322.0.16:00.30/0,0,16,0,16,0,30,40.412,-3.696
45445,45445.0.10:40.120/0,0,9,40,11,40,120,40.403,-3.7013
45671,45671.0.08:30.120/0,0,7,30,9,30,120,40.417,-3.7094
45720,45720.0.12:50.60/0,0,11,50,13,50,60,40.405,-3.7027
45739,45739.0.11:50.150/0,0,10,50,12,50,150,40.413,-3.7131
45789,45789.0.20:50.30/0,0,20,50,20,50,30,40.417,-3.7073
45789,45789.0.15:30.30/0,0,15,30,15,30,30,40.417,-3.7073
45794,45794.0.12:20.120/0,0,7,0,20,0,120,40.407,-3.7127
45852,45852.0.11:00.30/0,0,10,0,12,0,30,40.411,-3.7008
46060,46060.0.08:00.60/0,0,7,0,9,0,60,40.409,-3.7121
46213,46213.0.20:50.30/0,0,19,50,21,30,30,40.406,-3.7011
46213,46213.0.13:50.60/0,0,12,50,14,50,60,40.406,-3.7011
46213,46213.0.08:55.30/0,0,7,55,9,55,30,40.406,-3.7011
46847,46847.0.08:00.60/0,0,7,0,9,0,60,40.408,-3.7026
47001,47001.0.12:50.90/0,0,11,50,13,50,90,40.409,-3.7087
47020,47020.0.12:45.60/0,0,7,0,21,0,60,40.41,-3.6978
47038,47038.0.12:30.60/0,0,7,0,21,0,60,40.409,-3.7165
47062,47062.0.12:10.60/0,0,7,0,21,0,60,40.407,-3.7003
47395,47395.0.13:15.120/0,0,12,15,14,15,120,40.41,-3.7104
47446,47446.0.08:00.60/0,0,7,0,9,0,60,40.41,-3.711
47605,47605.0.10:05.60/0,0,9,5,11,5,60,40.41,-3.701
47727,47727.0.10:45.60/0,0,9,45,11,45,60,40.408,-3.7096
47850,47850.0.10:35.90/0,0,9,35,11,35,90,40.41,-3.6998
47852,47852.0.09:25.120/0,0,8,25,10,25,120,40.41,-3.7022
47855,47855.0.19:30.60/0,0,18,30,20,30,60,40.41,-3.7131
47905,47905.0.08:00.120/0,0,7,0,9,0,120,40.411,-3.7081
47926,47926.0.11:50.120/0,0,7,0,20,0,120,40.411,-3.6978
47928,47928.0.10:00.60/0,0,9,0,11,0,60,40.411,-3.6959
48015,48015.0.11:10.60/0,0,10,10,12,10,60,40.409,-3.7035
48020,48020.0.12:15.90/0,0,7,0,20,30,90,40.413,-3.705
48065,48065.0.09:05.30/0,0,8,5,10,5,30,40.408,-3.7111
48065,48065.0.09:05.30/1,0,8,5,10,5,30,40.408,-3.7111
48065,48065.0.21:30.30/0,0,20,30,21,30,30,40.408,-3.7111
48168,48168.0.16:00.30/0,0,16,0,16,0,30,40.407,-3.7023
48351,48351.0.11:45.90/0,0,10,45,12,45,90,40.411,-3.7087
48388,48388.0.08:50.80/0,0,7,50,9,50,80,40.405,-3.7027
48406,48406.0.10:40.60/0,0,9,40,11,40,60,40.411,-3.7054
48460,48460.0.08:20.60/0,0,8,20,8,20,60,40.407,-3.7003
48830,48830.0.09:50.60/0,0,8,50,10,50,60,40.411,-3.7105
48861,48861.0.21:10.30/0,0,20,10,21,30,30,40.406,-3.7018
48861,48861.0.09:00.60/0,0,8,0,10,0,60,40.406,-3.7018
48861,48861.0.14:30.90/0,0,13,30,15,30,90,40.406,-3.7018
49741,49741.0.11:05.90/0,0,10,5,12,5,90,40.412,-3.6995
49756,49756.0.09:10.60/0,0,8,10,10,10,60,40.411,-3.7057
49763,49763.0.09:00.60/0,0,8,0,10,0,60,40.411,-3.7008
49878,49878.0.11:15.90/0,0,10,15,12,15,90,40.409,-3.7087
49907,49907.0.12:15.120/0,0,7,0,20,0,120,40.416,-3.71
49998,49998.0.18:00.120/0,0,7,0,20,0,120,40.412,-3.7105
50044,50044.0.10:40.90/0,0,7,0,20,30,90,40.408,-3.7056
50107,50107.0.19:10.30/0,0,18,10,20,10,30,40.409,-3.7031
50108,50108.0.13:20.90/0,0,13,20,13,20,90,40.407,-3.7082
50109,50109.0.15:50.90/0,0,14,50,16,50,90,40.408,-3.7057
50110,50110.0.09:10.60/0,0,9,10,9,10,60,40.408,-3.7057
50239,50239.0.10:20.120/0,0,7,0,20,0,120,40.413,-3.7006
50296,50296.0.12:15.120/0,0,11,15,13,15,120,40.411,-3.707
50387,50387.0.10:00.60/0,0,9,0,11,0,60,40.411,-3.7009
50427,50427.0.08:00.30/0,0,7,0,9,0,30,40.416,-3.7056
50427,50427.0.21:30.30/0,0,20,30,21,30,30,40.416,-3.7056
50456,50456.0.10:10.120/0,0,9,10,11,10,120,40.408,-3.706
50523,50523.0.11:05.30/0,0,10,5,12,5,30,40.41,-3.6991
50549,50549.0.10:45.60/0,0,9,45,11,45,60,40.41,-3.6961
50551,50551.0.10:10.60/0,0,7,0,21,0,60,40.417,-3.711
50644,50644.0.09:30.150/0,0,8,30,10,30,150,40.407,-3.6997
52091,52091.0.12:05.120/0,0,7,0,20,0,120,40.416,-3.7068
52307,52307.0.09:40.30/0,0,8,40,10,40,30,40.411,-3.6948
52327,52327.0.09:25.30/0,0,8,25,10,25,30,40.41,-3.6956
52331,52331.0.12:10.150/0,0,7,0,19,30,150,40.409,-3.7123
52423,52423.0.21:30.30/0,0,20,30,21,30,30,40.414,-3.7123
52473,52473.0.10:00.60/0,0,9,0,11,0,60,40.409,-3.701
52487,52487.0.14:30.120/0,0,13,30,15,30,120,40.413,-3.7101
52841,52841.0.09:10.60/0,0,8,10,10,10,60,40.409,-3.7072
52841,52841.0.14:40.30/0,0,13,40,15,40,30,40.409,-3.7072
53082,53082.0.09:00.120/0,0,8,0,10,0,120,40.411,-3.7074
53086,53086.0.10:30.90/0,0,9,30,11,30,90,40.412,-3.7138
53089,53089.0.09:35.90/0,0,7,0,20,30,90,40.408,-3.7032
53185,53185.0.10:10.120/0,0,10,10,10,10,120,40.41,-3.7127
53275,53275.0.16:00.30/0,0,16,0,16,0,30,40.409,-3.7077
53292,53292.0.12:00.60/0,0,11,0,13,0,60,40.41,-3.7
53752,53752.0.07:00.150/0,0,7,0,7,0,150,40.409,-3.705
53832,53832.0.10:35.45/0,0,9,35,11,35,45,40.411,-3.7043
