
BasicModel: Loading and testing schedule from file

Configuration: 

customers=Usuarios.txt
resources=Auxiliares.txt
services=clusters_originalLong/Servicios_lunes.txt
locations=clusters_originalLong/Cluster_completo_j12_colons.txt
solution=null
solutionVAR=null

Adding 0 additional subservices: 

# customer, serviceReference, dayOfWeek, minHour, minMinute, maxHour, maxMinute, duration, latitude, longitude
--------
6244,6244.0.12:05.120/0,0,12,5,12,5,120,40.38,-3.7688
6245,6245.0.18:00.60/0,0,18,0,18,0,60,40.444,-3.7011
6255,6255.0.10:20.120/0,0,9,20,11,20,120,40.417,-3.7003
6262,6262.0.13:20.30/0,0,12,20,14,20,30,40.438,-3.6995
6262,6262.0.07:50.60/0,0,7,0,8,50,60,40.438,-3.6995
6283,6283.0.10:00.60/0,0,9,0,11,0,60,40.402,-3.7491
6286,6286.0.11:50.120/0,0,10,50,12,50,120,40.444,-3.7005
6291,6291.0.12:10.120/0,0,11,10,13,10,120,40.403,-3.7591
6294,6294.0.15:10.90/0,0,7,0,20,30,90,40.442,-3.6952
6299,6299.0.12:20.120/0,0,11,20,13,20,120,40.434,-3.7027
6305,6305.0.10:15.120/0,0,7,0,20,0,120,40.436,-3.7027
6309,6309.0.12:10.120/0,0,7,0,20,0,120,40.394,-3.758
6310,6310.0.10:50.120/0,0,9,50,11,50,120,40.393,-3.7581
6311,6311.0.09:00.60/0,0,8,0,10,0,60,40.436,-3.7027
6320,6320.0.13:45.120/0,0,12,45,14,45,120,40.405,-3.7559
6323,6323.0.12:10.120/0,0,7,0,20,0,120,40.442,-3.7041
6343,6343.0.13:00.120/0,0,12,0,14,0,120,40.403,-3.7018
6348,6348.0.10:00.90/0,0,7,0,20,30,90,40.378,-3.7782
6353,6353.0.12:00.120/0,0,11,0,13,0,120,40.442,-3.697
6362,6362.0.15:00.30/0,0,14,0,16,0,30,40.427,-3.73
6362,6362.0.12:50.60/0,0,11,50,13,50,60,40.427,-3.73
6388,6388.0.12:20.120/0,0,7,0,20,0,120,40.394,-3.7549
6398,6398.0.18:00.60/0,0,17,0,19,0,60,40.438,-3.6979
6398,6398.0.08:00.60/0,0,7,0,9,0,60,40.438,-3.6979
6404,6404.0.10:45.120/0,0,7,0,20,0,120,40.403,-3.753
6405,6405.0.08:00.120/0,0,7,0,9,0,120,40.405,-3.7509
6407,6407.0.10:15.120/0,0,7,0,20,0,120,40.458,-3.7834
6423,6423.0.08:30.90/0,0,7,30,9,30,90,40.403,-3.8996
6429,6429.0.08:30.90/0,0,7,30,9,30,90,40.378,-3.769
6442,6442.0.13:10.150/0,0,12,10,14,10,150,40.427,-3.73
6455,6455.0.09:00.120/0,0,7,0,20,0,120,40.444,-3.6973
6459,6459.0.11:20.120/0,0,7,0,20,0,120,40.407,-3.7431
6493,6493.0.12:20.180/0,0,11,20,13,20,180,40.378,-3.7728
6493,6493.0.21:00.30/0,0,20,0,21,30,30,40.378,-3.7728
6497,6497.0.09:00.120/0,0,7,0,20,0,120,40.402,-3.7455
6505,6505.0.09:10.60/0,0,7,0,21,0,60,40.379,-3.7785
6527,6527.0.10:40.120/0,0,7,0,20,0,120,40.436,-3.7007
6536,6536.0.09:10.60/0,0,8,10,10,10,60,40.435,-3.7001
6538,6538.0.09:40.60/0,0,8,40,10,40,60,40.379,-3.7635
6538,6538.0.18:45.60/0,0,17,45,19,45,60,40.379,-3.7635
6541,6541.0.08:30.60/0,0,7,30,9,30,60,40.409,-3.7241
6542,6542.0.14:00.120/0,0,13,0,15,0,120,40.409,-3.7395
6554,6554.0.09:00.120/0,0,8,0,10,0,120,40.403,-3.7308
6557,6557.0.16:00.30/0,0,16,0,16,0,30,40.436,-3.7033
6557,6557.0.07:30.60/0,0,7,30,7,30,60,40.436,-3.7033
6558,6558.0.07:50.180/0,0,7,0,8,50,180,40.378,-3.769
6558,6558.0.12:15.60/0,0,11,15,13,15,60,40.378,-3.769
6595,6595.0.18:45.90/0,0,17,45,19,45,90,40.436,-3.7107
6603,6603.0.12:20.150/0,0,7,0,19,30,150,40.389,-3.7572
6624,6624.0.10:45.120/0,0,7,0,20,0,120,40.41,-3.7102
6639,6639.0.18:00.120/0,0,17,0,19,0,120,40.44,-3.7095
6652,6652.0.13:00.30/0,0,12,0,14,0,30,40.442,-3.6976
6680,6680.0.13:00.120/0,0,7,0,20,0,120,40.457,-3.7826
6682,6682.0.10:00.120/0,0,7,0,20,0,120,40.387,-3.7584
6692,6692.0.10:30.120/0,0,9,30,11,30,120,40.409,-3.7395
6722,6722.0.10:15.180/0,0,7,0,19,0,180,40.397,-3.7648
6726,6726.0.07:30.120/0,0,7,0,8,30,120,40.387,-3.7566
6732,6732.0.10:40.120/0,0,9,40,11,40,120,40.444,-3.6974
6734,6734.0.09:40.60/0,0,8,40,10,40,60,40.386,-3.7579
6743,6743.0.11:10.120/0,0,10,10,12,10,120,40.447,-3.7038
6748,6748.0.09:00.60/0,0,9,0,9,0,60,40.463,-3.7114
6748,6748.0.12:15.120/0,0,12,15,12,15,120,40.463,-3.7114
6750,6750.0.09:00.120/0,0,8,0,10,0,120,40.389,-3.7582
6750,6750.0.00:00.60/0,0,7,0,1,0,60,40.389,-3.7582
6754,6754.0.10:10.180/0,0,9,10,11,10,180,40.439,-3.6978
6759,6759.0.13:30.120/0,0,7,0,20,0,120,40.442,-3.7007
6774,6774.0.09:00.120/0,0,7,0,20,0,120,40.437,-3.6907
6779,6779.0.09:00.120/0,0,7,0,20,0,120,40.445,-3.6989
6786,6786.0.10:05.120/0,0,7,0,20,0,120,40.406,-3.7526
6806,6806.0.10:10.120/0,0,7,0,20,0,120,40.408,-3.7095
6810,6810.0.09:10.120/0,0,7,0,20,0,120,40.445,-3.6972
6816,6816.0.12:20.180/0,0,11,20,13,20,180,40.44,-3.7042
6817,6817.0.10:00.60/0,0,9,0,11,0,60,40.386,-3.7579
6817,6817.0.20:10.30/0,0,19,10,21,10,30,40.386,-3.7579
6817,6817.0.14:00.30/0,0,13,0,15,0,30,40.386,-3.7579
6819,6819.0.08:50.120/0,0,7,0,20,0,120,40.442,-3.7041
6825,6825.0.13:30.90/0,0,7,0,20,30,90,40.406,-3.7406
6836,6836.0.09:50.120/0,0,8,50,10,50,120,40.424,-3.724
6841,6841.0.19:50.60/0,0,18,50,20,50,60,40.433,-3.7336
6841,6841.0.08:50.60/0,0,7,50,9,50,60,40.433,-3.7336
6841,6841.0.13:15.60/0,0,12,15,14,15,60,40.433,-3.7336
6884,6884.0.11:10.120/0,0,7,0,20,0,120,40.408,-3.7498
6886,6886.0.09:35.120/0,0,8,35,10,35,120,40.405,-3.7562
6908,6908.0.12:10.120/0,0,11,10,13,10,120,40.452,-4.0001
6927,6927.0.11:45.90/0,0,10,45,12,45,90,40.378,-3.7782
6927,6927.0.20:00.30/0,0,19,0,21,0,30,40.378,-3.7782
6927,6927.0.08:00.60/0,0,7,0,9,0,60,40.378,-3.7782
6927,6927.0.13:45.30/0,0,12,45,14,45,30,40.378,-3.7782
6940,6940.0.18:00.240/0,0,17,0,18,0,240,40.376,-3.7964
6952,6952.0.07:50.120/0,0,7,0,20,0,120,40.38,-3.772
6962,6962.0.12:20.120/0,0,7,0,20,0,120,40.452,-4.0006
6964,6964.0.12:10.120/0,0,7,0,20,0,120,40.381,-3.7774
6967,6967.0.09:00.120/0,0,7,0,20,0,120,40.377,-3.778
6977,6977.0.10:30.120/0,0,7,0,20,0,120,40.375,-3.7759
6978,6978.0.08:30.120/0,0,7,0,20,0,120,40.38,-3.7811
7016,7016.0.09:15.90/0,0,8,15,10,15,90,40.377,-3.7778
7019,7019.0.10:10.120/0,0,7,0,20,0,120,40.38,-3.7741
7021,7021.0.11:10.120/0,0,7,0,20,0,120,40.376,-3.7711
7038,7038.0.13:20.120/0,0,12,20,14,20,120,40.383,-3.7831
7041,7041.0.08:00.60/0,0,7,0,9,0,60,40.374,-3.7638
7053,7053.0.10:40.60/0,0,9,40,11,40,60,40.377,-3.7829
7063,7063.0.13:00.90/0,0,7,0,20,30,90,40.376,-3.7775
7066,7066.0.08:45.120/0,0,7,0,20,0,120,40.379,-3.7635
7117,7117.0.11:15.120/0,0,10,15,12,15,120,40.457,-3.7842
7148,7148.0.12:00.120/0,0,7,0,20,0,120,40.459,-3.7109
7153,7153.0.10:00.30/0,0,9,0,11,0,30,40.47,-3.7206
7153,7153.0.10:00.120/0,0,9,0,11,0,120,40.47,-3.7206
7156,7156.0.09:00.120/0,0,8,0,10,0,120,40.448,-3.7107
7158,7158.0.10:00.120/0,0,7,0,20,0,120,40.469,-3.7163
7162,7162.0.20:00.120/0,0,7,0,20,0,120,40.458,-3.7808
7188,7188.0.08:00.120/0,0,7,0,9,0,120,40.465,-3.7135
7198,7198.0.09:00.120/0,0,8,0,10,0,120,40.388,-3.7583
7199,7199.0.12:00.120/0,0,7,0,20,0,120,40.469,-3.7163
7207,7207.0.12:30.120/0,0,7,0,20,0,120,40.469,-3.7224
7222,7222.0.10:00.180/0,0,7,0,19,0,180,40.439,-3.7111
7232,7232.0.08:00.60/0,0,7,0,9,0,60,40.439,-3.6963
7233,7233.0.09:00.120/0,0,7,0,20,0,120,40.38,-3.7746
7245,7245.0.11:20.120/0,0,7,0,20,0,120,40.421,-3.7161
7248,7248.0.10:30.60/0,0,7,0,21,0,60,40.38,-3.7806
7252,7252.0.12:10.105/0,0,11,10,13,10,105,40.428,-3.7325
7256,7256.0.09:30.75/0,0,8,30,10,30,75,40.445,-3.6972
7256,7256.0.18:45.75/0,0,17,45,19,45,75,40.445,-3.6972
7258,7258.0.09:30.60/0,0,8,30,10,30,60,40.464,-3.7152
7266,7266.0.00:00.120/0,0,7,0,20,0,120,40.461,-3.7108
7273,7273.0.11:10.120/0,0,7,0,20,0,120,40.538,-3.9007
7291,7291.0.09:55.60/0,0,8,55,10,55,60,40.44,-3.7114
7313,7313.0.12:40.120/0,0,11,40,13,40,120,40.422,-3.7164
7329,7329.0.08:45.120/0,0,7,0,20,0,120,40.376,-3.7678
7333,7333.0.13:00.120/0,0,12,0,14,0,120,40.427,-3.732
7337,7337.0.09:00.120/0,0,8,0,10,0,120,40.422,-3.7163
7340,7340.0.11:15.120/0,0,7,0,20,0,120,40.417,-3.7003
7351,7351.0.21:20.30/0,0,20,20,21,30,30,40.442,-3.6957
7351,7351.0.12:50.60/0,0,11,50,13,50,60,40.442,-3.6957
7351,7351.0.09:00.60/0,0,8,0,10,0,60,40.442,-3.6957
7365,7365.0.09:10.90/0,0,7,0,20,30,90,40.375,-3.773
7414,7414.0.09:10.120/0,0,7,0,20,0,120,40.376,-3.7755
7420,7420.0.09:10.120/0,0,8,10,10,10,120,40.443,-3.7041
7423,7423.0.09:30.60/0,0,8,30,10,30,60,40.392,-3.7503
7428,7428.0.08:50.90/0,0,7,50,9,50,90,40.44,-3.7083
7428,7428.0.14:15.30/0,0,13,15,15,15,30,40.44,-3.7083
7428,7428.0.21:30.30/0,0,20,30,21,30,30,40.44,-3.7083
7449,7449.0.08:20.60/0,0,7,20,9,20,60,40.434,-3.7104
7453,7453.0.11:00.120/0,0,7,0,20,0,120,40.392,-3.7611
7476,7476.0.08:00.120/0,0,7,0,20,0,120,40.394,-3.758
7479,7479.0.09:50.60/0,0,8,50,10,50,60,40.423,-3.7232
7493,7493.0.13:30.120/0,0,12,30,14,30,120,40.398,-3.7673
7493,7493.0.21:00.60/0,0,20,0,21,0,60,40.398,-3.7673
7497,7497.0.13:00.120/0,0,12,0,14,0,120,40.386,-3.6644
7508,7508.0.10:50.120/0,0,9,50,11,50,120,40.444,-3.7006
7513,7513.0.10:20.120/0,0,7,0,20,0,120,40.423,-3.7232
7515,7515.0.11:15.120/0,0,10,15,12,15,120,40.379,-3.7728
7525,7525.0.07:55.60/0,0,7,0,8,55,60,40.376,-3.7749
7527,7527.0.20:15.30/0,0,19,15,21,15,30,40.392,-3.7519
7527,7527.0.13:00.60/0,0,12,0,14,0,60,40.392,-3.7519
7527,7527.0.08:00.60/0,0,7,0,9,0,60,40.392,-3.7519
7529,7529.0.16:45.30/0,0,16,45,16,45,30,40.465,-3.7176
7529,7529.0.09:00.60/0,0,9,0,9,0,60,40.465,-3.7176
7534,7534.0.11:00.120/0,0,10,0,12,0,120,40.399,-3.7744
7537,7537.0.09:40.90/0,0,7,0,20,30,90,40.411,-3.7073
7543,7543.0.10:00.120/0,0,9,0,11,0,120,40.392,-3.7611
7543,7543.0.09:00.60/0,0,8,0,10,0,60,40.392,-3.7611
7547,7547.0.10:50.120/0,0,10,50,10,50,120,40.461,-3.7108
7554,7554.0.11:10.120/0,0,7,0,20,0,120,40.417,-3.7003
7569,7569.0.19:00.60/0,0,19,0,19,0,60,40.462,-3.7101
7569,7569.0.07:30.60/0,0,7,30,7,30,60,40.462,-3.7101
7574,7574.0.07:30.120/0,0,7,30,7,30,120,40.389,-3.7582
7583,7583.0.13:00.120/0,0,12,0,14,0,120,40.467,-3.7198
7583,7583.0.09:30.60/0,0,8,30,10,30,60,40.467,-3.7198
7587,7587.0.07:50.30/0,0,7,50,7,50,30,40.39,-3.7557
7587,7587.0.07:50.30/1,0,7,50,7,50,30,40.39,-3.7557
7590,7590.0.12:00.120/0,0,11,0,13,0,120,40.389,-3.7582
7590,7590.0.17:45.30/0,0,16,45,18,45,30,40.389,-3.7582
7607,7607.0.09:00.60/0,0,8,0,10,0,60,40.417,-3.7003
7612,7612.0.12:50.60/0,0,11,50,13,50,60,40.438,-3.6998
7612,7612.0.08:30.120/0,0,7,30,9,30,120,40.438,-3.6998
7612,7612.0.19:50.30/0,0,18,50,20,50,30,40.438,-3.6998
7618,7618.0.07:30.60/0,0,7,30,7,30,60,40.455,-3.7168
7647,7647.0.17:20.90/0,0,16,20,18,20,90,40.39,-3.7557
7662,7662.0.11:40.60/0,0,7,0,21,0,60,40.417,-3.7003
7667,7667.0.09:00.120/0,0,8,0,10,0,120,40.395,-3.7607
7674,7674.0.18:00.120/0,0,17,0,19,0,120,40.469,-3.7163
7679,7679.0.10:40.120/0,0,9,40,11,40,120,40.466,-3.7227
7681,7681.0.11:20.120/0,0,10,20,12,20,120,40.381,-3.7828
7701,7701.0.13:15.120/0,0,7,0,20,0,120,40.417,-3.7003
7702,7702.0.09:10.120/0,0,7,0,20,0,120,40.445,-3.6978
7712,7712.0.07:45.30/0,0,7,45,7,45,30,40.387,-3.7562
7712,7712.0.18:20.30/0,0,18,20,18,20,30,40.387,-3.7562
7714,7714.0.08:00.120/0,0,7,0,20,0,120,40.376,-3.7749
7719,7719.0.13:15.120/0,0,7,0,20,0,120,40.393,-3.7658
7731,7731.0.10:00.60/0,0,9,0,11,0,60,40.417,-3.7003
7733,7733.0.11:00.120/0,0,7,0,20,0,120,40.442,-3.7041
7743,7743.0.09:00.150/0,0,8,0,10,0,150,40.399,-3.77
7760,7760.0.12:45.120/0,0,7,0,20,0,120,40.439,-3.6978
7773,7773.0.09:00.120/0,0,8,0,10,0,120,40.389,-3.7607
7781,7781.0.11:10.120/0,0,7,0,20,0,120,40.379,-3.774
7786,7786.0.12:30.30/0,0,11,30,13,30,30,40.393,-3.7667
7796,7796.0.12:15.90/0,0,7,0,20,30,90,40.41,-3.7129
7802,7802.0.11:10.120/0,0,10,10,12,10,120,40.437,-3.6997
7805,7805.0.19:00.60/0,0,18,0,20,0,60,40.437,-3.7084
7805,7805.0.13:15.60/0,0,12,15,14,15,60,40.437,-3.7084
7816,7816.0.12:45.60/0,0,7,0,21,0,60,40.387,-3.7613
7821,7821.0.09:20.60/0,0,8,20,10,20,60,40.383,-3.7673
7821,7821.0.20:45.30/0,0,19,45,21,30,30,40.383,-3.7673
7842,7842.0.08:30.120/0,0,7,30,9,30,120,40.393,-3.7557
7842,7842.0.00:00.240/0,0,7,0,1,0,240,40.393,-3.7557
7851,7851.0.10:00.60/0,0,9,0,11,0,60,40.442,-3.7041
7851,7851.0.13:05.60/0,0,12,5,14,5,60,40.442,-3.7041
7851,7851.0.18:00.60/0,0,17,0,19,0,60,40.442,-3.7041
7882,7882.0.08:30.90/0,0,7,30,9,30,90,40.396,-3.7748
7897,7897.0.09:30.120/0,0,8,30,10,30,120,40.47,-3.7209
7899,7899.0.10:05.90/0,0,9,5,11,5,90,40.389,-3.7622
7909,7909.0.08:00.60/0,0,7,0,9,0,60,40.454,-3.7167
7909,7909.0.18:15.30/0,0,17,15,19,15,30,40.454,-3.7167
7919,7919.0.11:00.120/0,0,7,0,20,0,120,40.389,-3.7582
7921,7921.0.11:20.120/0,0,7,0,20,0,120,40.429,-3.5265
7925,7925.0.08:00.60/0,0,7,0,9,0,60,40.386,-3.7599
7931,7931.0.12:30.120/0,0,7,0,20,0,120,40.462,-3.7102
7941,7941.0.10:00.60/0,0,9,0,11,0,60,40.471,-3.7247
7945,7945.0.10:50.120/0,0,7,0,20,0,120,40.376,-3.7631
7950,7950.0.11:10.120/0,0,7,0,20,0,120,40.381,-3.7776
7968,7968.0.07:30.60/0,0,7,30,7,30,60,40.47,-3.721
7973,7973.0.12:50.120/0,0,7,0,20,0,120,40.388,-3.7567
7976,7976.0.07:30.60/0,0,7,0,8,30,60,40.46,-3.7113
7978,7978.0.11:00.120/0,0,10,0,12,0,120,40.39,-3.7557
7993,7993.0.12:20.120/0,0,7,0,20,0,120,40.462,-3.7102
7995,7995.0.12:00.60/0,0,11,0,13,0,60,40.461,-3.7093
7996,7996.0.10:00.120/0,0,7,0,20,0,120,40.417,-3.7003
8072,8072.0.10:00.60/0,0,10,0,10,0,60,40.399,-3.774
8084,8084.0.12:00.120/0,0,11,0,13,0,120,40.393,-3.7581
8099,8099.0.08:00.120/0,0,7,0,9,0,120,40.417,-3.7003
8125,8125.0.11:20.120/0,0,7,0,20,0,120,40.392,-3.7611
8129,8129.0.11:55.120/0,0,10,55,12,55,120,40.387,-3.7573
8144,8144.0.10:10.120/0,0,9,10,11,10,120,40.386,-3.7579
8151,8151.0.07:30.150/0,0,7,0,8,30,150,40.396,-3.7718
8168,8168.0.09:15.60/0,0,8,15,10,15,60,40.389,-3.7625
8175,8175.0.12:00.180/0,0,11,0,13,0,180,40.394,-3.7596
8179,8179.0.10:25.120/0,0,9,25,11,25,120,40.395,-3.7624
8187,8187.0.08:00.120/0,0,7,0,9,0,120,40.397,-3.7681
8203,8203.0.12:05.120/0,0,7,0,20,0,120,40.393,-3.7519
8209,8209.0.09:00.60/0,0,8,0,10,0,60,40.392,-3.7565
8217,8217.0.10:10.120/0,0,7,0,20,0,120,40.389,-3.7607
8221,8221.0.10:15.120/0,0,7,0,20,0,120,40.417,-3.7003
8225,8225.0.10:50.120/0,0,7,0,20,0,120,40.394,-3.758
8228,8228.0.13:20.90/0,0,12,20,14,20,90,40.409,-3.7119
8228,8228.0.07:55.60/0,0,7,0,8,55,60,40.409,-3.7119
8234,8234.0.13:00.120/0,0,7,0,20,0,120,40.396,-3.7708
8238,8238.0.12:00.120/0,0,7,0,20,0,120,40.396,-3.7718
8241,8241.0.08:00.60/0,0,7,0,9,0,60,40.399,-3.7737
8242,8242.0.13:00.120/0,0,12,0,14,0,120,40.388,-3.7583
8243,8243.0.11:00.120/0,0,10,0,12,0,120,40.396,-3.7735
8248,8248.0.09:00.120/0,0,7,0,20,0,120,40.396,-3.7718
8254,8254.0.11:00.120/0,0,10,0,12,0,120,40.398,-3.774
8255,8255.0.10:10.60/0,0,9,10,11,10,60,40.195,-3.8038
8255,8255.0.17:05.30/0,0,16,5,18,5,30,40.195,-3.8038
8255,8255.0.20:10.30/0,0,19,10,21,10,30,40.195,-3.8038
8255,8255.0.12:30.30/0,0,11,30,13,30,30,40.195,-3.8038
8258,8258.0.12:20.120/0,0,7,0,20,0,120,40.417,-3.7003
8264,8264.0.08:00.120/0,0,7,0,20,0,120,40.397,-3.7692
8267,8267.0.12:00.120/0,0,7,0,20,0,120,40.396,-3.7698
8282,8282.0.09:00.60/0,0,8,0,10,0,60,40.389,-3.761
8288,8288.0.10:10.120/0,0,9,10,11,10,120,40.381,-3.7743
8289,8289.0.10:00.150/0,0,9,0,11,0,150,40.399,-3.77
8289,8289.0.08:00.60/0,0,7,0,9,0,60,40.399,-3.77
8291,8291.0.08:20.30/0,0,7,20,9,20,30,40.395,-3.7629
8291,8291.0.21:30.30/0,0,20,30,21,30,30,40.395,-3.7629
8291,8291.0.10:00.150/0,0,9,0,11,0,150,40.395,-3.7629
8293,8293.0.10:00.120/0,0,7,0,20,0,120,40.394,-3.7732
8297,8297.0.12:50.120/0,0,11,50,13,50,120,40.417,-3.7003
8300,8300.0.09:00.120/0,0,7,0,20,0,120,40.397,-3.7694
8309,8309.0.09:05.60/0,0,8,5,10,5,60,40.403,-3.7576
8314,8314.0.11:00.120/0,0,7,0,20,0,120,40.397,-3.7693
8318,8318.0.09:00.120/0,0,8,0,10,0,120,40.394,-3.7713
8324,8324.0.11:05.90/0,0,10,5,12,5,90,40.389,-3.7566
8327,8327.0.08:30.90/0,0,7,30,9,30,90,40.394,-3.7667
8341,8341.0.08:55.60/0,0,7,55,9,55,60,40.397,-3.765
8341,8341.0.09:00.60/0,0,8,0,10,0,60,40.397,-3.765
8341,8341.0.20:15.60/0,0,19,15,21,0,60,40.397,-3.765
8351,8351.0.09:00.60/0,0,8,0,10,0,60,40.397,-3.7614
8364,8364.0.11:00.120/0,0,10,0,12,0,120,40.389,-3.7582
8373,8373.0.12:40.120/0,0,7,0,20,0,120,40.417,-3.7003
8393,8393.0.12:40.120/0,0,11,40,13,40,120,40.397,-3.76
8404,8404.0.12:30.120/0,0,11,30,13,30,120,40.399,-3.7748
8413,8413.0.16:00.90/0,0,16,0,16,0,90,40.392,-3.7523
8413,8413.0.16:00.90/1,0,16,0,16,0,90,40.392,-3.7523
8413,8413.0.08:00.90/0,0,8,0,8,0,90,40.392,-3.7523
8413,8413.0.08:00.90/1,0,8,0,8,0,90,40.392,-3.7523
8421,8421.0.11:10.90/0,0,7,0,20,30,90,40.425,-3.696
8422,8422.0.12:20.120/0,0,11,20,13,20,120,40.392,-3.7652
8433,8433.0.11:55.120/0,0,10,55,12,55,120,40.39,-3.7561
8440,8440.0.00:00.60/0,0,7,0,1,0,60,40.451,-3.8056
8445,8445.0.11:00.120/0,0,10,0,12,0,120,40.396,-3.7698
8448,8448.0.09:35.90/0,0,7,0,20,30,90,40.407,-3.6989
8455,8455.0.10:15.90/0,0,7,0,20,30,90,40.417,-3.7003
8470,8470.0.09:30.60/0,0,8,30,10,30,60,40.393,-3.7803
8476,8476.0.09:00.60/0,0,8,0,10,0,60,40.393,-3.7658
8512,8512.0.08:30.90/0,0,8,30,8,30,90,40.408,-3.7308
8513,8513.0.12:15.120/0,0,7,0,20,0,120,40.412,-3.7279
8522,8522.0.09:00.90/0,0,7,0,20,30,90,40.428,-3.7079
8524,8524.0.08:00.60/0,0,7,0,9,0,60,40.406,-3.738
8542,8542.0.09:00.90/0,0,8,0,10,0,90,40.42,-3.7063
8546,8546.0.13:20.90/0,0,7,0,20,30,90,40.41,-3.7319
8565,8565.0.12:15.150/0,0,11,15,13,15,150,40.392,-3.7456
8573,8573.0.10:20.120/0,0,9,20,11,20,120,40.404,-3.7012
8576,8576.0.10:10.120/0,0,9,10,11,10,120,40.404,-3.7575
8578,8578.0.10:10.120/0,0,7,0,20,0,120,40.437,-3.6997
8581,8581.0.09:00.60/0,0,8,0,10,0,60,40.417,-3.7003
8629,8629.0.09:10.90/0,0,7,0,20,30,90,40.343,-3.7133
8635,8635.0.19:00.120/0,0,18,0,20,0,120,40.44,-3.7127
8660,8660.0.08:00.60/0,0,8,0,8,0,60,40.417,-3.7003
8664,8664.0.08:50.120/0,0,7,0,20,0,120,40.442,-3.7041
8671,8671.0.10:00.150/0,0,7,0,19,30,150,40.417,-3.7003
8678,8678.0.11:00.120/0,0,7,0,20,0,120,40.39,-3.7518
8680,8680.0.13:20.120/0,0,7,0,20,0,120,40.392,-3.7674
8685,8685.0.18:30.120/0,0,7,0,20,0,120,40.417,-3.7003
8687,8687.0.07:45.60/0,0,7,0,8,45,60,40.454,-3.7167
8695,8695.0.10:45.120/0,0,7,0,20,0,120,40.452,-3.7116
8697,8697.0.11:00.120/0,0,7,0,20,0,120,40.466,-3.7154
8705,8705.0.09:00.120/0,0,7,0,20,0,120,40.47,-3.7211
8707,8707.0.10:30.120/0,0,9,30,11,30,120,40.448,-3.7152
8712,8712.0.13:20.120/0,0,12,20,14,20,120,40.394,-3.7676
8717,8717.0.09:10.120/0,0,7,0,20,0,120,40.445,-3.6954
8736,8736.0.08:00.120/0,0,7,0,20,0,120,40.454,-3.714
8748,8748.0.12:10.120/0,0,7,0,20,0,120,40.428,-3.7323
8755,8755.0.08:45.60/0,0,7,45,9,45,60,40.422,-3.7136
8755,8755.0.19:00.60/0,0,18,0,20,0,60,40.422,-3.7136
8767,8767.0.08:30.60/0,0,7,30,9,30,60,40.412,-3.7345
8797,8797.0.17:15.30/0,0,16,15,18,15,30,40.431,-3.702
8797,8797.0.10:00.120/0,0,9,0,11,0,120,40.431,-3.702
8801,8801.0.12:15.180/0,0,11,15,13,15,180,40.461,-3.7111
8805,8805.0.11:10.60/0,0,10,10,12,10,60,40.407,-3.7393
8816,8816.0.08:00.120/0,0,7,0,9,0,120,40.39,-3.7518
8818,8818.0.10:05.120/0,0,7,0,20,0,120,40.463,-3.7098
8840,8840.0.13:33.120/0,0,12,33,14,33,120,40.409,-3.7102
8846,8846.0.11:50.120/0,0,7,0,20,0,120,40.424,-3.7276
8852,8852.0.08:30.90/0,0,7,0,20,30,90,40.411,-3.6957
8858,8858.0.20:30.30/0,0,19,30,21,30,30,40.391,-3.7649
8858,8858.0.09:15.30/0,0,8,15,10,15,30,40.391,-3.7649
8858,8858.0.14:30.30/0,0,13,30,15,30,30,40.391,-3.7649
8875,8875.0.09:45.120/0,0,8,45,10,45,120,40.404,-3.7453
8891,8891.0.13:00.120/0,0,7,0,20,0,120,40.376,-3.78
8893,8893.0.11:10.60/0,0,7,0,21,0,60,40.444,-3.6999
8894,8894.0.12:30.120/0,0,11,30,13,30,120,40.375,-3.7672
8895,8895.0.11:10.150/0,0,10,10,12,10,150,40.477,-3.6485
8902,8902.0.12:00.120/0,0,11,0,13,0,120,40.41,-3.7243
8937,8937.0.10:50.120/0,0,9,50,11,50,120,40.386,-3.6644
8941,8941.0.10:00.120/0,0,9,0,11,0,120,40.393,-3.7616
8942,8942.0.09:00.120/0,0,8,0,10,0,120,40.427,-3.7334
8954,8954.0.08:00.120/0,0,7,0,20,0,120,40.447,-3.7107
8956,8956.0.11:00.120/0,0,7,0,20,0,120,40.409,-3.6955
8964,8964.0.11:00.120/0,0,7,0,20,0,120,40.398,-3.7712
8970,8970.0.18:00.60/0,0,18,0,18,0,60,40.393,-3.7556
8970,8970.0.08:30.60/0,0,8,30,8,30,60,40.393,-3.7556
8974,8974.0.11:15.120/0,0,7,0,20,0,120,40.417,-3.7003
8975,8975.0.12:30.120/0,0,7,0,20,0,120,40.382,-3.7784
8982,8982.0.10:10.120/0,0,9,10,11,10,120,40.404,-3.7434
8996,8996.0.12:35.120/0,0,11,35,13,35,120,40.407,-3.7315
8996,8996.0.09:15.60/0,0,8,15,10,15,60,40.407,-3.7315
8998,8998.0.08:00.60/0,0,7,0,9,0,60,40.378,-3.774
9006,9006.0.10:30.120/0,0,9,30,11,30,120,40.463,-3.7114
9008,9008.0.13:00.120/0,0,7,0,20,0,120,40.393,-3.7581
9021,9021.0.17:30.30/0,0,16,30,18,30,30,40.409,-3.7258
9021,9021.0.08:30.60/0,0,7,30,9,30,60,40.409,-3.7258
9021,9021.0.20:30.30/0,0,19,30,21,30,30,40.409,-3.7258
9023,9023.0.09:00.120/0,0,7,0,20,0,120,40.409,-3.7022
